ZIP,Type,Percentage
11691,Dessert,0
11691,European,0
11691,French,0
11691,Italian,0
11691,Mexcian,0.2
11691,Other,0.133
11691,QuickMeal,0.067
11691,Seafood,0
11427,American,0
11427,Asian,0.2
11427,Chinese,0.6
11427,Dessert,0
11427,European,0
11427,French,0
11427,Italian,0.2
11427,Mexcian,0
11427,Other,0
11427,QuickMeal,0
11427,Seafood,0
11224,American,0.308
11224,Asian,0
11224,Chinese,0.154
11224,Dessert,0.231
11224,European,0.077
11224,French,0
11224,Italian,0
11224,Mexcian,0.077
11224,Other,0
11224,QuickMeal,0.154
11224,Seafood,0
10473,American,0.333
10473,Asian,0
10473,Chinese,0.167
10473,Dessert,0
10473,European,0.333
10473,French,0
10473,Italian,0
10473,Mexcian,0
10473,Other,0.167
10473,QuickMeal,0
10473,Seafood,0
10006,American,0.75
10006,Asian,0.083
10006,Chinese,0
10006,Dessert,0
10006,European,0
10006,French,0
10006,Italian,0
10006,Mexcian,0
10006,Other,0
10006,QuickMeal,0.167
10006,Seafood,0
10314,American,0.424
10314,Asian,0.091
10314,Chinese,0.061
10314,Dessert,0
10314,European,0
10314,French,0
10314,Italian,0.152
10314,Mexcian,0.03
10314,Other,0.061
10314,QuickMeal,0.182
10314,Seafood,0
10453,American,0.3
10453,Asian,0
10453,Chinese,0.2
10453,Dessert,0
10453,European,0.1
10453,French,0
10453,Italian,0.05
10453,Mexcian,0.2
10453,Other,0.05
10453,QuickMeal,0.1
10453,Seafood,0
10471,American,0.333
10471,Asian,0
10471,Chinese,0.083
10471,Dessert,0
10471,European,0
10471,French,0
10471,Italian,0.167
10471,Mexcian,0
10471,Other,0.25
10471,QuickMeal,0.167
10471,Seafood,0
11356,American,0.3
11356,Asian,0.2
11356,Chinese,0.2
11356,Dessert,0.1
11356,European,0
11356,French,0
11356,Italian,0.1
11356,Mexcian,0
11356,Other,0
11356,QuickMeal,0.1
11356,Seafood,0
11357,American,0.091
11357,Asian,0
11357,Chinese,0.182
11357,Dessert,0
11357,European,0
11357,French,0
11357,Italian,0.364
11357,Mexcian,0
11357,Other,0
11357,QuickMeal,0.364
11357,Seafood,0
11370,American,0.143
11370,Asian,0.143
11370,Chinese,0
11370,Dessert,0
11370,European,0.286
11370,French,0
11370,Italian,0.143
11370,Mexcian,0
11370,Other,0.143
11370,QuickMeal,0.143
11370,Seafood,0
11234,American,0.219
11234,Asian,0.031
11234,Chinese,0.219
11234,Dessert,0.031
11234,European,0
11234,French,0
11234,Italian,0.156
11234,Mexcian,0.125
11234,Other,0.031
11234,QuickMeal,0.188
11234,Seafood,0
11221,American,0.304
11221,Asian,0.087
11221,Chinese,0.174
11221,Dessert,0.087
11221,European,0.174
11221,French,0
11221,Italian,0
11221,Mexcian,0.087
11221,Other,0
11221,QuickMeal,0.087
11221,Seafood,0
10035,American,0.286
10035,Asian,0.071
10035,Chinese,0
10035,Dessert,0.143
10035,European,0.071
10035,French,0
10035,Italian,0
10035,Mexcian,0.214
10035,Other,0
10035,QuickMeal,0.214
10035,Seafood,0
10474,American,0.6
10474,Asian,0
10474,Chinese,0
10474,Dessert,0.1
10474,European,0.2
10474,French,0
10474,Italian,0.1
10474,Mexcian,0
10474,Other,0
10474,QuickMeal,0
10474,Seafood,0
10463,American,0.308
10463,Asian,0
10463,Chinese,0.077
10463,Dessert,0.077
10463,European,0.115
10463,French,0
10463,Italian,0.038
10463,Mexcian,0.154
10463,Other,0.038
10463,QuickMeal,0.192
10463,Seafood,0
10454,American,0.188
10454,Asian,0.062
10454,Chinese,0.125
10454,Dessert,0.062
10454,European,0.062
10454,French,0
10454,Italian,0.062
10454,Mexcian,0.312
10454,Other,0
10454,QuickMeal,0.125
10454,Seafood,0
10308,American,0.1
10308,Asian,0
10308,Chinese,0.1
10308,Dessert,0.2
10308,European,0.1
10308,French,0
10308,Italian,0.3
10308,Mexcian,0
10308,Other,0
10308,QuickMeal,0.2
10308,Seafood,0
10281,American,0
10281,Asian,0
10281,Chinese,0
10281,Dessert,0
10281,European,0.667
10281,French,0
10281,Italian,0.333
10281,Mexcian,0
10281,Other,0
10281,QuickMeal,0
10281,Seafood,0
11365,American,0
11365,Asian,0.286
11365,Chinese,0.429
11365,Dessert,0.143
11365,European,0
11365,French,0
11365,Italian,0
11365,Mexcian,0
11365,Other,0
11365,QuickMeal,0.143
11365,Seafood,0
11102,American,0.24
11102,Asian,0.04
11102,Chinese,0.08
11102,Dessert,0
11102,European,0.2
11102,French,0
11102,Italian,0.04
11102,Mexcian,0
11102,Other,0.12
11102,QuickMeal,0.24
11102,Seafood,0.04
10034,American,0.407
10034,Asian,0.037
10034,Chinese,0.037
10034,Dessert,0.111
10034,European,0.148
10034,French,0
10034,Italian,0.074
10034,Mexcian,0.074
10034,Other,0
10034,QuickMeal,0.111
10034,Seafood,0
11435,American,0.333
11435,Asian,0
11435,Chinese,0.19
11435,Dessert,0
11435,European,0
11435,French,0
11435,Italian,0
11435,Mexcian,0.286
11435,Other,0.095
11435,QuickMeal,0.095
11435,Seafood,0
11109,American,0.333
11109,Asian,0
11109,Chinese,0.333
11109,Dessert,0
11109,European,0
11109,French,0
11109,Italian,0.333
11109,Mexcian,0
11109,Other,0
11109,QuickMeal,0
11109,Seafood,0
10470,American,0.167
10470,Asian,0
10470,Chinese,0.167
10470,Dessert,0.167
10470,European,0
10470,French,0
10470,Italian,0.167
10470,Mexcian,0.167
10470,Other,0
10470,QuickMeal,0.167
10470,Seafood,0
10119,American,0
10119,Asian,0
10119,Chinese,0
10119,Dessert,0
10119,European,0
10119,French,0
10119,Italian,0
10119,Mexcian,0.5
10119,Other,0
10119,QuickMeal,0.5
10119,Seafood,0
11040,American,0.286
11040,Asian,0.286
11040,Chinese,0.286
11040,Dessert,0
11040,European,0
11040,French,0
11040,Italian,0.143
11040,Mexcian,0
11040,Other,0
11040,QuickMeal,0
11040,Seafood,0
10309,American,0.429
10309,Asian,0
10309,Chinese,0
10309,Dessert,0.143
10309,European,0
10309,French,0
10309,Italian,0.143
10309,Mexcian,0
10309,Other,0
10309,QuickMeal,0.286
10309,Seafood,0
10459,American,0.188
10459,Asian,0
10459,Chinese,0.25
10459,Dessert,0
10459,European,0.188
10459,French,0
10459,Italian,0
10459,Mexcian,0.125
10459,Other,0
10459,QuickMeal,0.25
10459,Seafood,0
11219,American,0.048
11219,Asian,0
11219,Chinese,0.238
11219,Dessert,0
11219,European,0.095
11219,French,0
11219,Italian,0.048
11219,Mexcian,0.095
11219,Other,0.286
11219,QuickMeal,0.19
11219,Seafood,0
11421,American,0.5
11421,Asian,0.062
11421,Chinese,0.125
11421,Dessert,0
11421,European,0.125
11421,French,0
11421,Italian,0.062
11421,Mexcian,0
11421,Other,0
11421,QuickMeal,0.125
11421,Seafood,0
11004,American,0
11004,Asian,0.429
11004,Chinese,0.143
11004,Dessert,0.143
11004,European,0
11004,French,0
11004,Italian,0
11004,Mexcian,0
11004,Other,0
11004,QuickMeal,0.286
11004,Seafood,0
10026,American,0.45
10026,Asian,0
10026,Chinese,0.15
10026,Dessert,0.05
10026,European,0.1
10026,French,0
10026,Italian,0.05
10026,Mexcian,0.1
10026,Other,0.1
10026,QuickMeal,0
10026,Seafood,0
10475,American,0
10475,Asian,0.143
10475,Chinese,0.143
10475,Dessert,0
10475,European,0
10475,French,0
10475,Italian,0
10475,Mexcian,0.143
10475,Other,0
10475,QuickMeal,0.571
10475,Seafood,0
10030,American,0.444
10030,Asian,0
10030,Chinese,0.111
10030,Dessert,0
10030,European,0
10030,French,0
10030,Italian,0
10030,Mexcian,0.222
10030,Other,0.222
10030,QuickMeal,0
10030,Seafood,0
10033,American,0.294
10033,Asian,0
10033,Chinese,0.176
10033,Dessert,0.059
10033,European,0.176
10033,French,0
10033,Italian,0.059
10033,Mexcian,0
10033,Other,0
10033,QuickMeal,0.235
10033,Seafood,0
10466,American,0.167
10466,Asian,0
10466,Chinese,0.222
10466,Dessert,0
10466,European,0
10466,French,0
10466,Italian,0
10466,Mexcian,0.333
10466,Other,0.056
10466,QuickMeal,0.222
10466,Seafood,0
10465,American,0.438
10465,Asian,0.062
10465,Chinese,0.062
10465,Dessert,0.125
10465,European,0.062
10465,French,0
10465,Italian,0
10465,Mexcian,0
10465,Other,0.062
10465,QuickMeal,0.125
10465,Seafood,0.062
11415,American,0.2
11415,Asian,0
11415,Chinese,0.4
11415,Dessert,0
11415,European,0
11415,French,0
11415,Italian,0.2
11415,Mexcian,0
11415,Other,0.2
11415,QuickMeal,0
11415,Seafood,0
11379,American,0.071
11379,Asian,0
11379,Chinese,0.143
11379,Dessert,0.071
11379,European,0.071
11379,French,0
11379,Italian,0.286
11379,Mexcian,0.071
11379,Other,0
11379,QuickMeal,0.286
11379,Seafood,0
11413,American,0
11413,Asian,0
11413,Chinese,0.5
11413,Dessert,0
11413,European,0
11413,French,0
11413,Italian,0
11413,Mexcian,0.5
11413,Other,0
11413,QuickMeal,0
11413,Seafood,0
10460,American,0.6
10460,Asian,0
10460,Chinese,0.3
10460,Dessert,0
10460,European,0
10460,French,0
10460,Italian,0
10460,Mexcian,0
10460,Other,0
10460,QuickMeal,0.1
10460,Seafood,0
10455,American,0.143
10455,Asian,0
10455,Chinese,0.071
10455,Dessert,0.071
10455,European,0.214
10455,French,0
10455,Italian,0.071
10455,Mexcian,0.214
10455,Other,0
10455,QuickMeal,0.143
10455,Seafood,0.071
11416,American,0.333
11416,Asian,0
11416,Chinese,0.222
11416,Dessert,0
11416,European,0
11416,French,0
11416,Italian,0.111
11416,Mexcian,0.111
11416,Other,0.111
11416,QuickMeal,0.111
11416,Seafood,0
10456,American,0.333
10456,Asian,0.056
10456,Chinese,0.222
10456,Dessert,0.056
10456,European,0.056
10456,French,0
10456,Italian,0
10456,Mexcian,0.056
10456,Other,0.111
10456,QuickMeal,0.111
10456,Seafood,0
10461,American,0.259
10461,Asian,0.185
10461,Chinese,0.111
10461,Dessert,0.074
10461,European,0.111
10461,French,0
10461,Italian,0.185
10461,Mexcian,0
10461,Other,0
10461,QuickMeal,0.074
10461,Seafood,0
10121,American,0.6
10121,Asian,0
10121,Chinese,0
10121,Dessert,0
10121,European,0
10121,French,0
10121,Italian,0
10121,Mexcian,0
10121,Other,0
10121,QuickMeal,0.4
10121,Seafood,0
11411,American,0.167
11411,Asian,0
11411,Chinese,0
11411,Dessert,0
11411,European,0
11411,French,0
11411,Italian,0
11411,Mexcian,0.667
11411,Other,0
11411,QuickMeal,0.167
11411,Seafood,0
10005,American,0.545
10005,Asian,0.091
10005,Chinese,0
10005,Dessert,0
10005,European,0.182
10005,French,0
10005,Italian,0
10005,Mexcian,0
10005,Other,0
10005,QuickMeal,0.182
10005,Seafood,0
10039,American,0.125
10039,Asian,0.125
10039,Chinese,0.25
10039,Dessert,0.125
10039,European,0
10039,French,0
10039,Italian,0.125
10039,Mexcian,0.25
10039,Other,0
10039,QuickMeal,0
10039,Seafood,0
10044,American,0
10044,Asian,0
10044,Chinese,1
10044,Dessert,0
10044,European,0
10044,French,0
10044,Italian,0
10044,Mexcian,0
10044,Other,0
10044,QuickMeal,0
10044,Seafood,0
10472,American,0.158
10472,Asian,0
10472,Chinese,0.211
10472,Dessert,0.053
10472,European,0.053
10472,French,0
10472,Italian,0
10472,Mexcian,0.158
10472,Other,0.158
10472,QuickMeal,0.211
10472,Seafood,0
11422,American,0.143
11422,Asian,0
11422,Chinese,0.429
11422,Dessert,0
11422,European,0.143
11422,French,0
11422,Italian,0
11422,Mexcian,0.143
11422,Other,0.143
11422,QuickMeal,0
11422,Seafood,0
11369,American,0.75
11369,Asian,0
11369,Chinese,0
11369,Dessert,0
11369,European,0.083
11369,French,0
11369,Italian,0
11369,Mexcian,0
11369,Other,0.083
11369,QuickMeal,0.083
11369,Seafood,0
10112,American,1
10112,Asian,0
10112,Chinese,0
10112,Dessert,0
10112,European,0
10112,French,0
10112,Italian,0
10112,Mexcian,0
10112,Other,0
10112,QuickMeal,0
10112,Seafood,0
11003,American,0
11003,Asian,0
11003,Chinese,0
11003,Dessert,0
11003,European,0
11003,French,0
11003,Italian,0
11003,Mexcian,0
11003,Other,1
11003,QuickMeal,0
11003,Seafood,0
10280,American,0
10280,Asian,0
10280,Chinese,0
10280,Dessert,0
10280,European,0
10280,French,0
10280,Italian,1
10280,Mexcian,0
10280,Other,0
10280,QuickMeal,0
10280,Seafood,0
11256,American,1
11256,Asian,0
11256,Chinese,0
11256,Dessert,0
11256,European,0
11256,French,0
11256,Italian,0
11256,Mexcian,0
11256,Other,0
11256,QuickMeal,0
11256,Seafood,0
10037,American,0.5
10037,Asian,0
10037,Chinese,0
10037,Dessert,0
10037,European,0
10037,French,0
10037,Italian,0
10037,Mexcian,0
10037,Other,0.5
10037,QuickMeal,0
10037,Seafood,0
11423,American,0.25
11423,Asian,0
11423,Chinese,0
11423,Dessert,0
11423,European,0
11423,French,0
11423,Italian,0
11423,Mexcian,0.5
11423,Other,0
11423,QuickMeal,0.25
11423,Seafood,0
11692,American,0
11692,Asian,0
11692,Chinese,0
11692,Dessert,0
11692,European,0
11692,French,0
11692,Italian,0
11692,Mexcian,0
11692,Other,0
11692,QuickMeal,1
11692,Seafood,0
11371,American,0.333
11371,Asian,0
11371,Chinese,0
11371,Dessert,0
11371,European,0
11371,French,0
11371,Italian,0.333
11371,Mexcian,0
11371,Other,0
11371,QuickMeal,0.333
11371,Seafood,0
10069,American,1
10069,Asian,0
10069,Chinese,0
10069,Dessert,0
10069,European,0
10069,French,0
10069,Italian,0
10069,Mexcian,0
10069,Other,0
10069,QuickMeal,0
10069,Seafood,0
10111,American,1
10111,Asian,0
10111,Chinese,0
10111,Dessert,0
10111,European,0
10111,French,0
10111,Italian,0
10111,Mexcian,0
10111,Other,0
10111,QuickMeal,0
10111,Seafood,0
10153,American,1
10153,Asian,0
10153,Chinese,0
10153,Dessert,0
10153,European,0
10153,French,0
10153,Italian,0
10153,Mexcian,0
10153,Other,0
10153,QuickMeal,0
10153,Seafood,0
10307,American,0
10307,Asian,0
10307,Chinese,0.25
10307,Dessert,0
10307,European,0
10307,French,0
10307,Italian,0.75
10307,Mexcian,0
10307,Other,0
10307,QuickMeal,0
10307,Seafood,0
11001,American,1
11001,Asian,0
11001,Chinese,0
11001,Dessert,0
11001,European,0
11001,French,0
11001,Italian,0
11001,Mexcian,0
11001,Other,0
11001,QuickMeal,0
11001,Seafood,0
11363,American,0.25
11363,Asian,0
11363,Chinese,0.25
11363,Dessert,0
11363,European,0
11363,French,0
11363,Italian,0.5
11363,Mexcian,0
11363,Other,0
11363,QuickMeal,0
11363,Seafood,0
11005,American,0
11005,Asian,0
11005,Chinese,0
11005,Dessert,0
11005,European,0
11005,French,0
11005,Italian,0
11005,Mexcian,0
11005,Other,1
11005,QuickMeal,0
11005,Seafood,0
11436,American,0
11436,Asian,0
11436,Chinese,1
11436,Dessert,0
11436,European,0
11436,French,0
11436,Italian,0
11436,Mexcian,0
11436,Other,0
11436,QuickMeal,0
11436,Seafood,0
11352,American,0
11352,Asian,0
11352,Chinese,1
11352,Dessert,0
11352,European,0
11352,French,0
11352,Italian,0
11352,Mexcian,0
11352,Other,0
11352,QuickMeal,0
11352,Seafood,0
10285,American,1
10285,Asian,0
10285,Chinese,0
10285,Dessert,0
10285,European,0
10285,French,0
10285,Italian,0
10285,Mexcian,0
10285,Other,0
10285,QuickMeal,0
10285,Seafood,0
10174,American,1
10174,Asian,0
10174,Chinese,0
10174,Dessert,0
10174,European,0
10174,French,0
10174,Italian,0
10174,Mexcian,0
10174,Other,0
10174,QuickMeal,0
10174,Seafood,0
10105,American,1
10105,Asian,0
10105,Chinese,0
10105,Dessert,0
10105,European,0
10105,French,0
10105,Italian,0
10105,Mexcian,0
10105,Other,0
10105,QuickMeal,0
10105,Seafood,0
11433,American,0
11433,Asian,0
11433,Chinese,0
11433,Dessert,0
11433,European,0
11433,French,0
11433,Italian,0
11433,Mexcian,1
11433,Other,0
11433,QuickMeal,0
11433,Seafood,0
