Zipcode	SCORE	GRADE
10065	24	
10009	18	
10001	33	
10036	22	
10458	18	B
10007	2	A
11230	13	A
11217	13	A
10002	7	A
10017	40	C
11385	2	P
10301	44	
11354	27	
11355	22	
10009	10	A
11222	52	Z
10467	11	A
10010	13	A
11411	26	
10009	8	A
10454	19	
10025	12	A
10011	20	B
10002	10	
11207	44	
10457	4	A
10001	29	
	12	A
11419	46	
10314	9	A
10034	33	
11207	11	A
10467	9	A
11230	12	A
10038	31	
11415		
11385	25	
11358	53	
11105	42	
11230	10	A
11229	7	A
10128		
10458	9	A
11220	15	
10462	25	
11375	23	
10024	5	
10013	44	
11104	13	A
11355	10	
11211	7	A
10463	13	A
11201	24	
10301	54	
11418	35	
10461	15	
10459	7	A
11232	7	A
11217	24	
11377	13	A
11238	17	
11101	12	A
11214	27	B
11215	21	
11215	29	
11103	27	
10472	0	
10016	35	C
10280	12	A
10314	33	
10458	35	
10029	40	
11106	27	Z
10312	50	
10456	25	
10025	20	
	7	
11214	4	A
11233		
11374	11	A
10011	12	A
11226	66	
10469	53	
10016	23	
11211	10	A
10011	11	A
10075	12	A
		
11355	17	B
10010	13	A
11205	13	A
11207	9	A
11203	21	
11214	21	B
10474	26	
	9	A
	5	A
11209	13	A
10472	11	A
11106	15	B
10036	8	A
10475		
11238	26	
10013	9	A
11230	78	
11355	22	
10023	5	A
10017	12	A
10014	17	
10011	24	
11224	12	A
10011	32	
10019	61	
10306	25	
11101	21	
10310	21	Z
11421	13	A
11220	13	A
11421	12	A
11249	13	A
10065	10	A
11229	26	
10012	27	
10003	14	
11418	10	A
10002	14	
11226	57	
10451	5	A
11214	17	
10004	9	A
10004		
10029	18	
10016	9	A
10455	13	A
10002	21	
11385	10	A
11238	21	
10013	15	
10027	47	
10022		
11209	38	
11357	23	
10018	12	A
10454	45	C
11222	24	
11249	5	A
10019	23	
10011	2	A
11204	12	A
11205	10	A
10065	18	
10014	12	A
11215	10	A
11237	33	
10451	25	
11215	35	
11216	63	
10467	12	A
11236	81	
10128	9	A
10010		
11249	25	
11223	11	A
11373	48	
10128	13	A
10010	46	
10022		
10022	30	
10013	4	A
10002	12	A
10023	27	
10029		
10001	22	B
10472	22	
11379	9	A
10065		
10012	11	A
10016	8	A
11421	12	
11201	10	A
10023	40	Not Yet Graded
11105	2	A
10036		
11212	7	A
10014	0	Z
11218	21	B
11212	32	C
11230	12	A
11217	18	
11226	5	A
10017	7	A
11239	11	A
11433	12	A
10003	25	
10468	7	A
11231	9	A
11214	12	A
10009	13	A
11355	10	
10467	7	A
10019	28	
10002	15	B
11206	9	A
11211	17	
10001	7	A
11417	12	A
11232	11	A
11373	20	
11211	36	
10018	26	B
11236	29	C
11694	16	
11356	36	
10019	17	
11375	17	
11433	21	B
10014	13	A
10019	10	A
10128	30	C
10019	4	A
11103	48	
11418	25	
11204	10	A
10019	35	
11213	50	
10018	13	
11224	12	A
10016	5	
11354	9	A
11373	4	A
11207	12	A
11233	12	A
10065	15	
10002	17	
10312	12	
11236	39	
11106	8	A
10014	7	A
11368	9	A
	21	
11214	32	
11101		
11216	22	
10019	24	
10128	28	
10002	30	
10462	26	
10038	11	A
11372	5	A
10019	37	
10003	11	
11219	20	
10038	5	A
10027	12	A
11435	12	A
10011	25	B
10016	12	A
11428	13	
11354	7	A
10303	49	
10012	12	A
11203	21	
11214	10	A
11106	50	
11216	11	A
11369	69	
11210	18	
10029	16	
11203	7	A
10003	10	A
11435	12	A
11417	11	A
11355	3	A
11373	32	C
10011	11	A
10017	10	A
11222	12	A
11236	29	
10301	15	
11377	25	
10002	19	
11102	22	
10462	15	
10027	22	B
11201	18	
11432		
10002	9	A
	12	A
11222	13	A
10033		
11223	10	A
11385	33	
11106	2	P
10310	7	
11219	24	
11356	13	A
10017	4	A
10013	10	A
10017	7	A
11372	12	A
10003	16	
10025	25	
10016	15	B
11362	26	
11104	12	A
11201	25	B
10460	12	A
10075	28	
10002		
10014	11	A
11354	28	
11232	18	
10031	2	A
11235	20	
10027	12	
10457	10	A
10038		
10024	9	A
10019	13	P
10012	7	A
10016	9	A
10010	32	
10036	34	
10013	9	A
11101	12	A
11355	7	
10001	17	B
10019	2	Z
11220	16	
10033	30	
10006	25	
10001	25	
11222	30	
11106	20	
11215	13	A
11231	52	
11375	12	
	11	A
10451	42	
11358	4	A
10011	15	
10019	5	A
11226	49	
11377	11	A
10458	25	B
10462	36	
10019	12	A
10036	45	
11229	29	
10018	7	A
10017	17	
10462	15	
11104	19	
10016	12	
11421	26	
11412	12	A
10022	24	
11354	10	A
10028	16	
11212	66	
11222	5	A
11208	22	
10001	74	
11213	26	B
10023	11	A
11221	22	B
10036	29	
10025	10	
11211	20	
11106	21	
11432	9	A
11222	11	A
	11	A
10003	9	A
11229	9	A
11235	10	A
10005	4	A
11361		
11368	7	A
11216	48	
10472	11	A
11377	13	A
10030	3	A
	39	
11222	10	A
10003	25	
11429	9	
10025	12	A
10003	12	A
10027	10	A
11206	7	
10460	29	
11224	8	A
10128	9	A
10017	9	A
11214	25	
10459	9	A
11106	22	
10030	5	A
11218	29	
11231	13	A
11364	17	B
10454	10	
11212	20	B
11231	26	
11237		
10453	30	
11234	45	
10009	27	
	23	
10467	23	
10035	37	
11377	19	
11101	8	A
10012	12	A
10018	10	
10010	29	
10308	44	
10065	11	A
10016	10	A
10451	14	
10452	7	A
11208	26	
10002	9	A
10154	7	
10036	11	A
10465	13	A
10026	11	A
10468	20	
10458	7	A
11205	4	A
10018	20	
11355	17	B
10022	53	
11101	11	
11354	23	
10065	39	C
11355	13	
10301	57	
11211	50	
10028	24	
11201	2	A
10011	12	
10014	16	
10032	71	C
10001	12	A
11372	22	B
11432	12	A
10019	12	A
10025	12	A
10452	37	
11216	26	
11362	13	A
11368	35	
10025	24	
11418	10	A
11221	41	
11216	9	A
10019	11	A
10002	15	
10016	22	
11361	20	
11237	40	
10453	13	
11420	36	C
10001	7	
11237	21	Z
11201	12	A
10314	12	A
10022	9	A
11385	10	A
10036	21	B
10461	18	B
11226	19	
11104	13	A
10017	10	A
10032	24	B
11372	63	
11237	11	A
11361	12	A
10460	27	
10456	20	B
10002	63	
11225	20	
10014	9	A
10452	12	A
10040	11	A
11220	9	A
10468	29	
10007	19	B
11361	14	B
11220	47	
10461	33	
11238	15	
10018	11	A
10029	25	
10036		
10018	10	A
10013	9	Z
11426	47	
10018	15	
10001	16	
11222	26	Z
11357	9	A
	5	A
11356	12	A
10016	8	A
10010	12	A
10306	4	A
11357	12	A
11208		
10013	23	
10031	9	A
11230	45	
11225	32	
11249	18	
10457	12	A
11432	26	
11217	13	A
11385	6	P
10012	8	A
10003	11	A
11373	64	
11212	38	Z
11101	11	A
11417	4	A
11694	10	A
11368	12	A
10019	24	B
11354	39	C
10075	55	C
10036	12	A
10036	20	B
10029	22	B
11419	10	A
11201	13	A
11249	2	A
10002	12	A
11204	24	
11217	26	
11237	21	
10013	24	
11373	7	A
10306	24	
10016	21	
10462	9	A
10023	21	
11228	41	
11691	26	
10003	12	A
11224	16	
10011	22	
11211	13	A
11214	39	
11204	10	A
10075	10	
11104	13	
11204	20	
10022	27	
11238	4	P
11226	20	
11211	14	
10013	7	A
11358	16	
10314	5	A
10038	12	A
10017	12	A
11362	45	
11429	11	A
10016	12	A
11355	22	
11223	11	A
11432	27	
11220	81	
11372	12	A
10023	25	
11419	12	P
11385	69	
11106	12	
11421	9	A
10467	18	B
10468	0	
11385	9	A
10305	51	
10028	10	
10003	7	A
10310	7	A
10001	16	
11106	21	
11206	10	A
10018	45	
10019	11	A
11101	12	A
10001	16	
11249	12	
10016	13	A
11366	13	
11225	11	A
11226	38	
11236	8	A
11355	13	
11430	34	
11378	40	
10003	32	
11375	11	A
10036	13	A
11214	11	A
10128	12	A
10036	45	
11235	9	A
11372		
11206	13	A
	11	A
10458	9	A
10001	12	A
11229	21	
11217		
11238	8	A
11249	11	A
11212	7	A
	19	
10010		
10019	21	
11435	21	
10106	11	A
10468	43	
11426	10	
11365	26	
10016	21	B
11217	12	A
10010	7	A
11694	5	A
10021	10	A
10002	14	
10009	26	B
11249	13	A
10010	12	A
10001	10	A
11104	11	A
11215	53	
11372	9	A
10458	0	A
11203	11	A
11418	10	A
11201	12	A
11237	11	A
10002	25	
10009	45	Z
10027	9	A
10038	26	
10010	13	A
11220	4	A
10013	13	A
11104		
10128	11	A
11374	12	
11208	68	
10470	11	A
10004	16	
11104	31	
	11	
11236	28	
11416	9	A
10456	12	A
10025	44	
11432	12	A
11385	10	A
10303	49	
11216	34	
10025		
11360	12	A
11226	8	A
10310	4	A
10019	11	A
10014	9	A
11432	13	A
10019	10	A
10003	10	A
11209	11	A
10036	8	A
10017	11	A
11233	48	
11232	20	B
10021	9	A
11355	21	
11237	7	A
10013	7	A
11220	2	
11217	7	A
11368	7	A
11217	14	B
10023	25	
10014	57	
10306	8	A
11211	12	A
	12	A
11228	18	
10314	22	
10024	15	
10014	21	
10002	6	
10452	40	
11432	9	A
10018	16	
10002	23	
10022	30	C
10016	24	B
10019	25	
10011	8	
10003	35	
11230	21	B
10036	12	A
10472	13	
10025	20	
10461	22	
11373	20	B
11428	36	
10309	0	
11354	52	
11206	20	B
10036	41	
10029	43	
10024	26	B
10003		
10009	22	Z
10016	35	
11377	17	
11230	25	B
11231	15	
10455		
10003	23	B
10467	26	
10007	7	A
10011	20	
11418	20	B
11373	20	
10019	12	A
11419	22	B
11430	7	A
11385	19	
11220	9	A
10001	5	
10014	32	
11362	12	A
11377	9	A
10034	15	
11221	9	A
10465	12	A
10111	20	
10019	21	
11004	10	Not Yet Graded
10013	16	
10017	12	
11223	13	A
11225	7	A
11220	18	B
10029	11	A
11432	10	A
10013	7	A
10309	20	B
10017	12	A
10036		
11354	40	
11377	8	A
11693		
10003	74	
11217	27	
11226	7	A
11204	15	
11694	12	A
10019	9	A
11355	10	A
11372	12	A
10024	13	A
11249	12	A
10463	18	
11223	10	A
11211	22	
11216	13	A
10025	12	A
10003	48	
11377	18	B
10309	15	
11354	16	
11103	28	Z
11220	38	
10036	10	A
11354	34	
11102	24	
	10	A
10461	19	
11103	0	
10462	10	A
11234	50	
11354	15	
10039	11	A
10016	18	
10461		
	9	A
11372	26	
11377	10	A
10001	34	
11220	24	
10012	10	A
10065	67	
11201	17	
11102	13	A
10025	22	
11220	10	A
10027	8	A
10001	7	A
	18	
10031	48	
11105	47	
11211		
10022	5	A
10011	10	A
10003	5	A
11103	12	
10019	17	B
10009	11	
11103	11	
11249	8	A
10128	12	A
11220	2	
10003	25	
10022	13	A
11373	12	A
10022	19	
11209	10	A
10009	32	
11217	27	
11374	17	
10018	9	
11354	12	A
11375	27	
11211	0	
10019	4	A
11207	54	
11372	12	A
10036	63	
10460	11	A
10466	30	
10452	6	
10467	13	A
10001	12	A
10075	12	A
11420	13	A
10018	29	C
11212	13	A
11249	11	A
11201	10	A
10031	12	A
10007		
10035	15	B
10021	26	
10009	12	A
11372	32	
10013	23	
11237	10	A
10065	48	C
10003	7	A
10007	10	A
10014	20	
11237	5	
11375	13	A
11364	29	
10034	26	
10065	14	
10459	9	A
10011	20	
10013	13	A
10007	22	B
11222	24	B
11213	7	A
10307		
10022	13	A
11385	9	A
10036	2	A
10027	19	
11432	13	A
10065	19	B
11106	5	A
11427	29	
10030	44	
10012	25	
10452	29	C
11101	9	A
10011	26	
11375	11	A
11206	2	A
10458	13	
11238	8	A
10003	17	
11234	42	
10009	11	
10026	11	A
11228	10	A
11354	11	A
10022	23	
11230	22	B
10011	9	A
11211		
10025	33	
10003	13	A
11216	11	A
10463	32	
	10	A
11423	17	
10281	21	
10038	28	
11216	12	A
11214	45	
11379	9	A
11223		
11201	12	A
10017	10	A
11210	5	A
10004	2	A
11214	11	A
11102	14	B
11218	19	
10002	10	
10128	29	
11220	9	A
11215	82	
11106	17	
11102	11	
11232	79	
10012	21	
11203	12	A
11215	40	
10307	12	A
11201	9	
10314	22	
10018	13	
10019	11	A
11216	32	
11211	19	
10024		
10023	8	A
11237	51	
11219	24	
11367	10	A
10301	38	
11214	18	B
10012	83	
11435	12	A
11385	36	
11375	18	
10024	12	A
10028	9	A
11223	37	
10036	55	Z
11232	21	B
11423	12	
10022	45	
10013	57	
11201	24	
10003	11	A
10002	34	
10031	29	
11216	20	
11214	26	
10012	14	B
11106	15	B
10001	14	
11249	25	
10457	12	A
10002	19	
11218	12	A
11233	16	
11211	50	
10026	16	
11370	30	
11215	18	
11235	10	A
10458	40	
10001	20	
	11	A
11368	17	
10032	11	A
11230	45	
11421	12	A
11237	14	
10019	7	A
10003	47	
11230	23	B
11203	21	
11225	9	A
11378	20	
11102	14	
11219	13	A
10017	8	
10002	24	B
11103	13	
11368	26	B
11211	18	
11377	16	
11354	20	B
10013	19	
10016		
10028	12	A
10019		
10022	40	
10467	37	
11223	11	A
11419	39	
10011	23	
10462	16	
10463	13	A
11211	19	
10012	13	A
10003	7	A
10463	7	A
11238	24	B
11211	23	
10468	5	A
10464	33	
10023	21	
10001	21	B
11236		
10016	12	A
10010	13	
10016	26	
10002	22	Z
10002	7	A
10469	12	A
11201	24	
11224		
10302		
11427	7	
11434	13	A
11101	7	A
11233	10	
11211	10	A
11101	21	
10025	31	
11207	26	B
10451	5	A
10002	13	A
11208	11	A
11362	8	A
11233	34	
11368	43	
10017	83	
11215	19	B
10013	18	B
10003	11	A
10022	14	
11231		
11426	13	A
11209	15	B
10306	25	
10018	29	
11204	22	
11229	49	
11237	26	B
10029	35	
11417	7	A
	3	A
11233	23	
11220	23	
10003	19	
11211	29	
10022	11	A
10019	8	A
10019	13	A
11419	11	A
10024	12	A
10040	11	A
10016	53	
11385	7	A
10011	10	A
11211	7	A
11215	9	A
11220	102	Not Yet Graded
10314	7	A
10013		
10014	5	A
11216	23	B
11230	13	A
10475	12	A
10461	24	B
10025	27	
10032	21	
11372	27	
11435	23	B
10007		
10310	23	
11101	22	
11366	21	
	16	
11230	12	A
11249	11	A
11106	12	
10306	49	
10003	7	A
11374	12	A
11211	12	A
10462	16	B
11201	17	
11232	26	
11420	18	
11372	15	B
10019	17	
10034	22	
	19	
11106	13	A
10306	26	
11421	4	
10035	25	
10011	19	
11249	10	A
10017	9	A
11211		
11232	38	
10013	4	A
11373	2	A
10003	11	
10305	24	
10023	21	
11106	35	
10029	11	A
10036	27	
11201	5	
		
11421	9	A
11368	13	A
11105	16	B
11691	13	A
10011	57	
10454		
11233	12	
10002	60	
11209	12	A
11420	36	C
11218		
11249	39	
11230	68	
10040	7	A
11235	25	
10019	21	
10121	12	A
11235	13	A
10023	13	
11104	13	A
10011	2	
11220	25	
11212	13	
10017	13	A
10312	0	A
10003	8	A
11428	13	A
10029	26	B
10012	19	
11362	2	
11237	23	B
11354	11	A
11355	23	Z
10011	19	
10027	17	
10470	38	C
11213	9	A
10301	28	
11368	25	
10028	10	A
11221	13	A
11355	30	
10065	26	
11204	25	
11220	10	A
11214	24	
11427	35	Not Yet Graded
10022	10	
10038	8	A
10013	2	A
11102	26	Z
10029	5	A
11220	81	
10001	12	A
10013	35	
10013	11	A
11219	8	A
10014	21	
10469	18	B
11355	27	
10002	10	A
10011	12	A
10013	41	
10075	21	
11368	11	A
11368	18	
11215	9	A
11354	11	A
10022	27	
10036	25	
11220		
11209	21	
11213	24	
10027	24	B
11216	49	
11217	4	A
11233	9	A
10013	14	B
10003	12	A
10028	10	A
10466	9	A
11367	12	A
11004	20	
10451	15	Not Yet Graded
11207	32	
11354	12	
10014	11	A
10022	27	B
11426	17	
11104	0	Z
10461	18	
11234	12	A
10036	13	A
11368	30	
10019	12	A
10036	10	A
10006	20	
10003	9	
11372	19	B
11361	8	
11208	20	
10017	11	A
11213	25	
11237	12	A
10019	29	
11238	13	
11237	35	
10018	9	A
11222	13	A
10007	17	
10003	68	
10014	21	
10466	18	
11226	37	
11367	9	
10455	13	A
10040	9	A
10038	13	A
10018	9	A
10454	13	A
11218	44	Z
10021	48	
11215	20	
11374		
10019	20	
10002	24	
10453		
11212	25	B
10474		
10314	9	A
10024	10	A
11220	11	A
11213	12	A
11379	10	A
10003	71	
10001	7	A
11354	12	A
11355	8	A
11106	10	A
11365	10	A
10036	28	
11430	7	A
10460	13	A
11354		
11375	22	
10019	29	C
10029	23	
11201	10	
10033	0	A
11354	23	
10003	23	
11354	15	
10012	30	
11215	2	A
11103	7	A
11209	9	
11373	4	A
11215		
10012	49	
11206	2	P
10024	2	A
11372	27	B
11355	19	
10019	23	
11416	9	A
10018	32	A
11432	23	
11385	20	
10022	34	
11378	11	A
10460		
11225	31	
10018	25	Z
11225	12	A
10014	8	A
10014	10	
11218	12	A
11101	12	A
11226	18	
10019	13	A
10012	17	
11102	28	
10032	10	A
10023	20	
10011	7	A
11373	11	A
	11	A
10306	12	A
11211	6	A
11208	34	
10031	28	
11106	35	
10016	13	A
10022	23	
10011	25	
10038	13	A
11214	37	
11364	54	
10471	41	
11104	51	
11368	8	A
11432	13	A
11368	68	
11217	22	
10014	17	
10017	38	
10014	12	A
10012	21	
10472	24	
10452	32	
10002	57	
10453	3	P
10009	13	A
10469	7	A
11421	26	
10016		
11373	17	
10019	14	
11205	16	
10016	15	
11435	30	C
11219	38	
10001	10	A
11101	7	A
10012	28	
10009	21	
10011	8	
10003	12	A
10004	7	A
10001	23	
11358		
10003	17	
10461	8	A
11419		
11226	21	
11233	10	A
10301	19	
11103	19	
11238	55	
11354		
10012	12	A
10019	20	
11369	9	A
10013	21	Z
10012	17	
11355	10	A
11209	17	B
10025	34	
10457	11	A
11216	11	A
11221	9	A
11421	7	A
11354	24	B
11213	21	
10310	8	A
10016	13	A
10022	14	B
10012	9	A
	19	B
10022	16	
11228	18	B
10009	12	A
11368	13	A
10306	12	A
10009	19	B
11354	12	A
10012	11	A
11223	20	
	7	A
10027	13	A
10001	26	B
10022	13	
10013	54	
10040	30	
11218	28	
10471	38	
11372	20	
10003		
11101	9	A
10011	10	A
11210	11	A
11428	15	B
11357	21	B
10467	7	
10019	13	A
11221	22	
11432	49	
	13	A
10302	18	
11372	11	A
11223	9	A
11222	22	
10304	10	
10010	9	A
10010	11	A
10016	3	A
10466	32	
10121	10	A
10314	22	B
11415	7	A
11209	31	
11211		
11201	23	
10301	24	
10012	10	A
10019	26	
11373	18	B
10461	11	A
10003	22	
11372	22	
11218	10	A
10035	6	A
11435	41	Not Yet Graded
11211	12	A
11214	15	
10014	25	B
10461	46	Not Yet Graded
11377	39	
11238	20	
10029	22	B
10038	17	
10453	23	B
11222	22	
11223	12	A
10305	73	
11419	25	
10027	5	A
11354	26	
11241	12	A
10036	3	A
10305		
11693		
10462	29	
11207	8	A
10003	14	
10019	22	
10456	21	B
11204	19	
11223	12	A
10301	13	A
11201	10	A
11102	12	A
11419	13	A
11432	12	
11220	30	
11220	39	
10312	5	A
10024	11	A
10472	17	
11238	43	
11231	20	
10040	5	A
11360	12	A
10461	27	B
10001	13	A
11105	10	
10033	17	
11223	11	
11220	18	B
10452	22	B
11416	12	A
10014	24	
10032	28	
11216	13	A
11354	12	A
10466	31	
10009	15	
10470	18	B
10025	27	B
11201	10	A
10454	31	
11220	23	B
11355	20	
11203	4	A
11229	19	
10468	29	
10022	11	A
10453	2	A
10019	5	A
10310	12	A
11230	35	
10017	39	
11385	12	A
10033	9	A
11220	9	A
10023	33	
10029	20	
10471	12	A
10020	12	A
11218	19	
10115	32	
10022	19	
10309	17	
10005	34	
11201	7	A
11235	3	A
11004		
10017	23	
10036	19	
10025	13	
10011	9	
11385	26	B
10022	28	
10014	50	
11219	20	
11375	49	
10029	3	A
10011	23	
10014	9	A
11101	24	Z
11368	11	A
11218	28	
11432	10	A
11215	15	
11368	13	A
11201	12	A
10012	17	
11372	7	A
10019	10	A
11207	26	B
11354	42	C
10471	23	
10452	25	
10302	11	A
11211	12	A
10310	17	B
11432	21	
10469	2	C
11217	13	A
10013	12	A
10467	7	A
10017	4	A
10019	10	A
10465	10	A
10016	27	B
11201	9	A
	5	A
11224	11	A
11418	16	
11354	5	
11103	12	A
10013	2	A
10040	12	A
10029	22	
11103	53	
11373	4	A
11378	32	
10026	18	
10038	12	A
10024	51	
10065	35	
10475	33	
11218	21	
10031	12	A
11201	26	
10462	9	A
11373	10	A
10007	17	
10002	9	A
11234	13	A
11105	44	Z
11356	11	A
10002	38	
11232	19	B
10018	12	A
11238	18	
11429	17	
10021	18	B
11237	50	
10458	7	A
11211		
11222	15	
11211	21	
10019	24	B
11106	22	B
10023	11	A
10002	12	A
11419	34	
11421	13	
11235	11	A
11238	23	
11377	19	
11377	21	B
10002	14	
11101	8	A
11214	48	Z
11372	13	A
10001	8	A
10458	0	
10036	7	
11101	9	A
10075		
10455	27	B
11215	13	A
10035	18	
10028	12	A
10003	23	B
11366	27	
10471	17	B
10459	10	A
	12	
10465		
11101	28	
11372	21	Z
11214	7	A
10016	13	A
11434	27	
11372	45	
11238	5	A
	23	
10003	14	
10038	19	
11214	27	
11212	13	A
10019	12	A
11236	4	
11231	13	A
10038	10	
11220	39	C
11420	7	A
10010	12	A
10002	12	A
11249	12	A
10009		
11207	25	
10028	24	
10022	21	
10038	10	
11222	37	
10033		
11421	46	
11430	21	
10469	7	A
10474	8	
11204	35	
10034	25	
11223	27	Z
10452	11	A
11214	7	A
11375	12	
11220	10	A
11432	35	
10016	12	A
10034	8	
10065	26	
10472	22	
11104	10	A
10030	9	A
11237	11	A
10029		
10022	27	
10461	22	
11101	0	A
10065	11	A
10023	26	B
10021	17	
11237	13	A
11224	36	
10012	9	A
11372	11	
10021	25	B
10040	48	
11217	29	
10467	9	A
10022	9	A
	4	A
10013	10	
11105	32	
10013	29	
11435	23	
11375	6	A
10030	13	A
11220	73	
11421	11	A
11220	66	
11222	14	
10036	56	
11423	12	A
10001	21	
11201		
11232	6	A
11223	11	
10016	26	
10459	8	A
10023	4	A
10022	44	C
10020	9	A
10038	28	
10304	9	A
11237		
10128	23	
10469	21	
11217	4	A
10461	12	A
10065	13	
10025	29	
11432	2	A
10011	11	A
11219	16	
10017	32	
11249	20	
10065	43	C
11209	41	
10075		
10455	27	B
10458	39	
11434	70	
11368		
10017	28	
11221	10	A
11231	12	A
11414	10	A
11434	26	
10029	7	
10019	7	A
11215	7	A
11215	12	
11217	12	A
11357	11	A
11237	17	
11230	13	A
11205	12	A
10027	9	A
11237		
10036		
10013		
10003	12	A
10036	2	A
11368	21	
11101	34	
10021	33	
10452	31	
10019	23	
11355	5	A
10016	12	A
10022	21	B
10016	24	
11231	45	
10065		
10472	9	A
11434	10	A
11109	22	
11226	13	A
10018	13	A
10019	13	A
11102	8	A
11101	16	
10025	9	A
11249	41	
11103		
11358	22	B
11372	36	
10013	38	
11211	21	
11103	10	A
11354	7	A
11222		
10458	36	
10013	2	C
10012	9	A
11417	22	
10022	16	
11216	4	A
11372	18	
11238	10	
11104	12	A
10013	37	
11238	12	A
11216	9	A
11207	13	A
11375	18	B
11211		
10031	16	
10011	12	A
10013	9	A
11373	35	
10019	25	
10456	28	
11211	19	
11358	27	
11103		
10011	8	A
11368	29	
10011	7	A
10472	46	Z
11229	32	
10038	9	A
11218	17	
11105		
10016	23	
10453	7	A
10003	55	
11361	15	
11435	21	
11370	10	A
10010	4	A
11358	19	
11378	7	A
10460	8	A
10470	12	
10040	40	
11434	2	Z
11375	10	A
10011	21	B
10024	20	B
10017	11	
10007	10	A
11235	9	A
	29	
10009	24	B
11377	13	A
11361	12	
10009	32	
11221	19	B
11201	11	A
10457	21	
10019	12	A
10304	44	
10472	4	A
11372	13	A
10023		
10016	25	
10455	49	
10016	22	
10031	13	A
11217	26	B
10027	51	
11360	13	A
11377	19	
10019	12	A
10036	54	
10036	18	
11373	12	A
10014	9	A
10022	46	
11226	27	
11377	8	A
10466	7	A
11432	19	
10009	10	
11423	11	A
11691	12	A
11358	5	
10002	12	A
10016	3	A
10302	33	
11355	9	
10036	10	A
11434	13	A
10312	43	
10467	29	
10028	13	A
10019	21	B
11372	14	
11223	4	A
10031	22	
10012	10	A
10458	26	
11418	27	
11249	2	A
10472	5	A
11434	20	
10032	13	A
11104	7	A
10014	51	
10022	24	
11373	13	A
10459	9	A
10475	20	
	11	
11373	16	
10472	9	A
10040	17	
10019	25	
11101	51	
11375	18	
10036	43	
11213	13	A
11204	22	
10013	7	A
11210	11	A
10312	17	
10025	41	
11224	12	A
10009	19	
10016	12	
11426	12	A
10007	23	
11210	74	
10025	24	
11419	10	A
10457		
11358	20	
11432	19	
10310	22	
10463	3	A
11203	9	
10011	7	A
10019	13	A
10462	9	A
11231	12	
10121	12	A
10010	27	
11214	12	A
11358	21	
11355	21	
10017	59	C
11205	26	Z
10456	20	
10018	27	
11103	9	
11417	16	
10025	18	
10465	32	
11203	11	A
11249	25	
10467	22	B
10308	44	
11219	20	
10018	14	
10002	20	
10474	12	A
11354	9	A
10471	13	A
10022	22	Z
10002	23	
11369	8	A
11373	10	A
11226	7	A
11101	7	A
10003	10	A
11208	20	
11229	29	
11212	42	
10012	14	
10022	45	
10128	19	
11203	10	A
11222	13	
10009	25	B
11103	35	C
11377	21	
11201	17	
11432	13	A
10305	11	A
11220	53	
11385	29	
10169	12	A
10305	19	
10013	27	B
10021		
10461	5	A
10017	14	
11372	27	
10002	21	
10453	17	
10009		
11234	17	
10012	5	A
10029	18	
10019	19	
11215	10	A
11205	50	
11354	12	A
10009	51	
11221	27	B
10459	12	A
10302	38	
10025	24	
11362	19	
11416	2	C
11104	17	
11234	23	
11221	15	
11354	22	B
10025	15	B
10128	13	A
11106	34	
10014		
10014	7	A
10003	2	P
11201	11	A
10036	10	P
10452	26	B
10309	9	A
10013	5	A
10028	25	
11354	14	
10029	25	
10011	7	A
10002	9	A
11354	17	
11211	13	A
10001	21	
10464	20	
11220	67	
11211	19	
10036	3	A
10013	23	
11372	7	A
11216	10	A
10003	20	
10024	18	
10307	10	A
10021	18	B
11372	26	
11430	0	A
10029	26	Z
10007	11	A
11236	43	C
10024	16	B
10468	33	
10007	9	A
10034	12	A
10454	9	A
11422	13	A
11239	28	
11418	10	A
10075	30	
11362	12	A
10003	40	
10314	10	A
11223	24	
10460	16	
10451	24	
10018	10	A
11217	13	
11204	42	
11234	4	A
10312	22	
11230	9	A
10016	45	
11361	10	A
11366	5	A
11215	19	Not Yet Graded
10028	24	
11201	28	
10017	32	
10024	25	
11236	20	
11355	18	B
11226	13	A
11354	23	
10002	13	A
10036	24	
11373		
10029	11	A
10007	13	A
11375	26	
10455	4	A
10003	12	A
11221	23	
10003	23	
11101	26	
11355	22	
10007	10	A
11239		
11103	32	
11354	13	A
10040	24	B
11214	15	
10017	32	
11101	4	
11354	35	
11414	11	A
11355		
10022	8	A
11367	8	A
10011	11	A
10013	11	A
10024	8	A
11211	37	
10019	27	
11367	8	A
11102	31	
10025	7	A
11209	24	
10452	10	
10463	11	A
11236	21	
11434	11	A
10003	12	A
11435	78	
10312	19	
10038	74	
10027		
11209		
11106	13	A
10014	13	A
11104	29	C
10011	34	
10012	12	
10014	24	B
10025	22	
11249	18	B
11358	28	
10023	12	A
10307	22	
11237	12	
10075	13	A
11355	44	Not Yet Graded
10013	27	
10013	12	A
10022	56	
11211	33	
10025	20	
11232	12	A
10036	30	
10451	18	
10036	9	A
11209	13	A
10018	15	
10036	27	
10012	33	
10065	8	A
10305	13	A
10012	52	
11229	12	A
10022	13	A
11385	53	
10075	2	A
11368	25	
10034	3	A
11209	21	
11212	31	
10012	33	Not Yet Graded
11219	40	
10472	10	A
10034	4	A
10455	33	C
10001	17	
11436	12	A
10009	12	A
11356	19	
11211	10	A
10021	12	
10011		
11203	11	
10011	17	
10022	13	A
11354	2	A
10003	11	A
11201	7	A
10011	18	B
10019	9	A
10309	13	A
10468	10	
10033	24	
