Zipcode	SCORE	GRADE
10038	12	
10453	11	A
11106	12	A
11354	24	
11372		
10001	19	
10036	47	
11238	22	
10451	7	A
10018	9	A
11422	51	
11214	27	
11230	52	Z
11220	19	
10013	10	A
11421	21	
11208	20	
11102	9	A
10023	12	A
11429	13	A
11366	13	A
10461	17	
10028	4	A
11229	9	P
10014	40	
10019	12	A
11373	12	
11419	13	A
10454	13	
10007	12	A
11435	10	A
10459	2	A
10003		
11355	9	A
11106	9	A
10309	7	A
11235	13	
10011	23	B
10473	37	
11358	29	
10001	7	
10121	0	A
10455	29	
10458	21	
10463	7	A
10280	19	
10111	27	Z
11220	66	
10016	38	
11237	38	
10465	25	
11219	13	A
11203	13	
11238	12	A
10472	18	
10472	20	
11362	26	
10019	5	A
11235	26	
	12	A
11206	48	
10453	45	
10103	9	A
10121	0	A
11237	10	
11423	10	A
10458	42	
11355	17	
11217	24	
10121	16	B
10301	17	
10001	9	A
10036	9	A
11428	13	A
10301	21	B
11222	31	
10451	24	
10466	24	
10038	11	A
11229	2	A
10012	5	
10475	17	
10019	23	
11106	6	
11378	16	
11220	21	
10014	10	
11374	22	
10033	12	A
11238	10	A
11220	16	B
10128	12	A
11102	17	B
10019	9	A
10075	14	
11205	11	A
11101	9	A
10019	19	
10065	10	A
10031	20	B
10006	42	
11421	43	
11220	13	A
11354	13	A
11210	46	
10013	25	B
11225	12	A
11226	5	A
11204	72	
10314	2	A
10012	12	A
11413	28	
10013	35	
11249	9	A
11368	15	B
10466	13	A
10305	13	A
11432	13	A
10010	10	A
10044	5	A
10002	21	
10010	13	A
10018	40	
11368	17	B
10016	15	
11377	5	A
10036	53	
11235	15	B
10023	8	A
11220	18	
10468	13	A
11205	18	B
11209	26	
11233	2	A
10018	13	A
10018	18	
10002	22	
11365	10	A
10003	10	A
11209	21	
11422	14	B
11211	7	A
11211	27	B
10452	21	
11373	14	
10075	32	Not Yet Graded
11101	13	A
10038	7	A
10013	33	
	19	
11420	7	A
11211	13	A
10017	34	
	10	A
10128	21	
10019	13	A
11693	13	A
10003	19	B
10004	40	
10465	7	
11233	27	
11218	25	
10018	26	
10003		
10013	19	
11357	18	
10013	18	
10305	11	A
11373	10	A
11203	12	A
10022	12	A
11210	28	
10017	33	
11235	26	
	0	A
11103	32	
11216	19	B
11691	12	A
11103	12	A
	31	
10013	45	C
10305	34	
11224	7	A
10457	13	A
10001	5	A
11413	18	
10001	19	
11385	14	B
11215	10	
10128	13	A
11209	24	
10003	19	
10012	13	A
10019	34	Z
10001	28	
10452	37	
11212	18	B
10002	9	A
10475	14	
10464	7	A
11207	12	A
11214	16	
10075	29	
11385	12	A
11203	20	
10013	15	
10040	12	A
11215	9	A
11355	10	A
10472		
11372	13	A
11367	9	A
10012	13	A
11209	41	
10016	10	A
11411	12	A
11209	9	A
11369	7	A
10012	38	
	25	
10022	7	A
10309	10	A
10457	14	
11101	66	Not Yet Graded
10001	48	
11222	13	A
11203	11	
10014	12	A
11222	10	A
11220	13	A
10310	12	A
11205	12	A
11201	13	A
11385	12	A
11101	57	
11210	28	
11207	17	B
10018	29	
11354	12	A
10027	11	A
11354	14	
10019	11	A
10002	10	A
10007	42	C
11203	33	
11220	63	
11434	24	
10016	21	
10451	12	
11354	28	
10016	27	
10458	17	
11385	12	
11228	17	
10038	12	A
10001	7	A
	10	A
10023	44	Not Yet Graded
11372	25	
11421	10	A
10459	9	A
10314	28	
10036	13	A
10453	8	A
10038	15	
10470	12	A
10011	9	A
11236	59	
11249	27	
11201	22	
10306	34	C
11210	14	B
10033	12	A
10023	7	A
10034	9	
11221	8	A
10011	22	
10011	20	
10065	33	
11414	32	
11414	10	A
10010	12	A
11419	12	A
10314	13	A
11101	39	Z
11231	25	
	23	B
10034	18	B
11230	53	
11215	10	A
11215	6	A
11209	0	Z
11201	23	
10470	9	A
10037	24	B
11379	27	Z
11357	9	A
11435	78	
11375	17	
10065	20	
10009	32	
11375	12	A
10016	30	
10016	8	A
10016	11	A
11210	9	A
11105		
10013	12	A
11354	7	A
10459	10	A
10016	10	
10001	16	
11238	30	
11238	10	A
10455	12	A
11429	21	
10019	10	A
10013	7	A
10002	10	A
11232	12	A
11232	18	B
10028	4	A
11212	11	A
11369	13	A
11203	16	B
11106	9	A
11354	22	
11215	18	
11215	13	A
11219	19	B
10012	10	A
11222	88	
11413	12	A
10012	2	P
10014	10	A
10013	10	
11354	22	
11417	19	
10033	4	A
11205	11	A
11362	15	
11213	11	A
11208	22	
11375	31	
11372	12	A
11368	15	
11355	8	P
11216	138	Not Yet Graded
11222	25	
10459	27	
10459	13	A
10467	22	
11201	6	A
11434	11	A
10468	11	A
11385	11	A
11211	21	
11102	21	
10010	22	
10307	8	A
11418	13	A
11385	7	P
11209	13	A
11214	40	
11427	9	A
11208	24	B
11229	21	
10022	38	
11375	11	A
11419	35	
10011	4	A
10019	12	A
11229	10	A
10001	10	A
11355	17	
11419	18	
10029	9	
11234	13	A
10011	10	A
11369	4	
10028	9	A
11434	19	
10005	4	A
11417	5	A
10017	8	A
11223	13	A
10019	9	
10021	41	
11694	34	
10013	30	
10019	25	B
10036	11	
10025	12	A
11693		
10033	17	
10011	22	
10026	12	
10017	19	
11373	12	A
11210	9	A
11201	20	
10003	10	A
10003	20	
11106	9	A
11213	24	
10019	13	
11207	25	
11222	7	A
11206	2	P
10451	19	
11219	24	
10016	38	
10001	13	A
10012	17	
11219	9	A
10017	12	A
11221	23	
11236	12	A
10014	30	
10030	2	A
11224	9	
11232		
10011	11	A
11219	7	A
10035	25	
11221	43	
10022	2	A
10459	12	A
10018	12	A
10462	13	A
10458	7	A
10302	39	
10028	20	
11206	10	
10019	10	A
11223	7	A
11101	26	B
10014	7	A
10306	12	A
10011	13	A
10021	2	P
11385	21	
11219	10	A
10174	12	A
10469	5	A
10305	5	
11215	7	A
11232	48	
10012		
10002	47	
11104	12	A
11225	13	A
10014	29	
11101	7	A
11201	13	A
10002	18	B
11224	14	B
11356	45	
10009		
11432	13	A
10018	36	
11212	22	
11229	46	
11432	24	B
10019	28	
10002	12	A
11374	36	
10470	7	A
11201	13	A
11375	12	A
11416	14	
11385	31	
10013	38	
10462	11	A
11220	26	B
11372	21	
11209	12	A
10474	22	
10036	11	A
11103	12	A
10034	34	C
10004	26	
11374	11	A
10021	11	
11209	23	
10314	22	B
10018	10	A
11104	30	
11222	49	
10002	24	
10028	21	
11236	12	A
10029	21	
11354		
11435	11	A
11201	7	A
10036	10	A
10452	32	
11211	21	
11358	27	
11419	19	
10019	42	
10014	23	
10013	12	A
11205	4	A
11206	12	A
10002	16	
11226	43	C
10018		
10016	13	A
11236	24	B
11434	13	A
	11	
11428	22	
11209	12	A
11201	2	
11225	18	
10019	10	A
10004	19	
11237	25	
10027	29	
10463	28	
11368	44	
10016	19	
11203	15	B
10030	16	
10012	30	
11201	27	
11231	27	
10471		
11355	20	B
11207	22	
10001	47	
10463	21	
11222	19	
11210	2	A
11214	20	
10452	15	
10003	24	
11423	14	
11385	0	
11421	12	A
10457	19	
11226	12	A
11432	12	A
11105	2	A
11235	59	
11236	23	
11691		
11207	12	A
10017	18	
10312	2	A
10016	8	A
10002	23	Z
11214		
11106	13	A
10002	79	Not Yet Graded
11365	11	A
10036	36	
10023	20	B
11361	4	A
11234	10	A
11204	12	A
10314	22	
10471	9	P
10462	11	
10009	24	
11421	40	
10038	30	
11235	12	A
11226	12	
10475	13	A
10009	12	A
11103	20	
10002	37	
11106	10	A
10471	38	
10018	11	A
10031		
11369	42	
10016	48	
11236	24	B
11217	14	
10012	3	
10025	34	
11358	9	A
11366	43	
11421	23	
10018	13	A
10310	31	
	13	A
10014	12	A
11366	8	A
10019	16	
11238		
10002	73	
10002	13	A
10036	12	A
11220	11	A
11432	7	
11355	18	
10014	25	
11205	17	
10451	31	C
11385	30	
11212	12	A
11374	12	A
11105	12	A
10016	21	
10451		
11377	117	
10017	13	A
10457	22	
10014	9	A
11222	5	A
10017	10	A
11420	30	
10458	11	A
10003	9	
11364	7	A
11377	44	C
11212	13	
10012		
10028	18	
10003	19	
10459	7	A
11432	13	
10023	27	
11205	27	
10003	46	
11102	22	
11220	33	Z
10453	13	
10032	16	
11223	21	
10463	11	A
10454	8	A
11354	27	
10128	49	C
11233	19	
10017	10	
10019	29	
10009	27	
11226		
10009	48	
10314	24	
10009	13	A
11231	21	
10024	7	A
10023	10	A
10019	24	Z
10018	17	
11103	5	A
11375	19	
11221	0	
11211	22	
10472	47	
11209	24	Z
10009	19	
10025	7	
11354	12	A
11101	12	A
10001	12	A
10017	41	C
11434	10	A
11235	8	A
11228	10	A
10009	47	C
10312	20	
11209	3	A
11215	7	A
11233	10	A
11229	29	
10002	12	A
11237	10	Not Yet Graded
11101	11	A
10017	6	A
11233	12	A
11233	7	A
10002	27	
11430	36	
10009	-1	
10019	9	A
11414	7	A
10011	20	B
11367	21	B
10306	10	A
10013	21	
11219	24	
11368	22	B
10301	10	A
10013	12	A
10019	29	
10003	12	A
10034	12	A
11211	50	
10001	17	
11220	11	
11236	7	A
11249	17	B
10075	12	A
10009	12	A
11211	58	
11238	10	A
11434	5	A
10458	5	A
10019	22	B
11231	13	A
10455	12	A
11358	12	A
10029	35	
11422	50	
11354	25	
11209		
10020	35	
10016	14	
11354	20	
10474	20	
10451	11	A
11218	62	
10304	16	
10022	28	
10034	11	
11691	10	A
10301	21	
11214	26	
11213	30	
10010	21	
11215	13	
10033	9	A
10003	12	A
10036	30	
10019	8	A
11237	13	A
10301	59	Z
10458	13	A
11223	19	
11434	7	A
10065	27	
11377	20	
10457	21	
11101	7	A
10454	3	A
11379	19	
10010	45	
10016		
11412		
10019	21	
11203	105	
11364	5	A
10119	11	A
10002	16	
11375	11	A
10467	17	
10469	11	A
10036	32	
10011	8	A
10128	10	A
11368	26	
10003	13	A
10005	8	A
10024	20	B
10025		
10003	57	
10009	11	A
10016	19	B
11101	12	A
10013	31	
10009	7	A
10036	20	B
11102	49	
11220	31	
11236	19	
10029	31	
10305	28	
10459	7	
11249	21	
10022	19	
11354	14	
11215	10	A
11226	13	A
10003	6	A
11375	16	B
11212	28	
11358	33	
11354	6	A
10035	11	A
	16	B
11204	13	A
10012	3	A
11220	19	
11249	19	
11249	11	A
10010	10	A
11209	30	
10303	28	
10014	18	
11421	4	A
10012	62	
11217		
11238	18	
11103	7	A
11105	21	
10019	39	
11216	21	
11207		
10014	7	A
10451	13	A
11210	13	A
11420	26	B
10305		
10017	10	A
10010	13	A
11368	15	
11361	8	
11220	28	
11385	9	A
11372	20	
11238	7	A
10460	12	A
10036	9	A
11209	15	
10038	13	
11374	24	
10009	9	A
11375		
11211	12	A
10011	22	
	11	A
11230	9	A
10034	18	
11385	9	A
11225	8	
10003	22	
10007	11	A
10019	25	
10013	37	
10468	13	A
10001	26	B
10019	9	A
11220	35	Z
11361	2	A
10039	13	A
11373	23	
11237	11	A
11368	13	A
10019		
10019	11	A
11209	16	
10019	12	A
10027	11	
11102	16	
10019	4	A
10029	35	C
11203	6	A
11228	11	A
10469	17	
10016	18	
11372	8	A
10019	20	
10038	2	P
11230	23	
10473	22	B
11222	8	A
11220	51	Not Yet Graded
10003	15	
10003	14	
10002	21	B
11369	41	
10023	17	
11215	12	A
11238	18	
11230	7	
10019	5	
10002	12	
11040	11	A
11377	7	A
11204	11	A
11106	11	A
10007	68	Z
11217	7	A
10307	26	
10014	24	
11215	12	A
11209	35	C
11355	37	
11231	19	
11217	17	
10023	7	A
10461	9	A
10009	10	A
11421	13	A
10453	28	Z
11238	15	B
10001	12	A
11358	24	
11229	55	C
10023	12	A
10040		
11209	17	
10306	9	A
10455	13	A
11413	38	
10314	41	
10003	41	
11237	11	A
11220	16	
11417	33	
11235	14	
10027	29	
11354	10	A
11372	2	A
10468	22	
10023	37	
10038	30	
10007	11	A
10014		
11209	13	A
10474	8	A
10002	15	
10019	57	
11368	13	A
10014	10	A
11249	7	A
11421	12	A
10467	5	A
11362	12	A
10314	25	
11372		
	7	A
10013	10	A
10029	40	
10001	18	
11354	27	B
11421	7	A
10457	6	A
11209	11	A
10014	28	C
11102		
10024		
11217	9	A
10003	23	B
11385	19	
10012	30	
10001	27	
10038	4	A
11354	23	
10011	13	A
10035	2	
11354	35	
11219	13	A
10021	16	
10032	15	
10030	17	
11218	27	
11222	17	B
11354	11	
11354	35	C
11358	11	A
11209	9	A
10003	42	
11368	12	A
10012	46	
10454	12	A
	21	
10030	25	B
10463	44	
10023	10	A
10003	12	A
10468	12	A
	13	A
10456	11	
10018	32	
11238	12	A
10024	10	A
10002	41	
11214	28	
11374	8	A
11237	23	
11354	43	
10003	9	A
10002	5	
11222	12	A
11219	17	
10013	4	A
10019	13	A
11432	9	A
10035	7	A
10452	30	
11212	38	
10025	21	
10011	27	B
11201	10	A
10016	70	
11215	31	
10014	11	A
11413	12	A
11209	12	A
10014	10	A
11432	12	A
10021	29	
11413	6	A
11418	44	
10017	9	
11220	29	
10002	23	B
11223	9	
11226	13	A
	11	A
11211	12	A
10009	10	A
11223	11	A
10467	22	
11413	45	
10111		
11234	23	
10027	50	C
10039	6	A
11206	12	A
11106	12	A
11221	23	
10022	12	
11421	62	
10016	38	
10009	20	
10013	13	
10004	9	A
11204	13	A
11224	21	
10467	15	
	22	
10022	24	
10003	12	A
10010	37	
10075	21	
10029	26	
10003	12	A
10461	25	
11207	17	
11368	12	A
11433	21	B
11432	33	
10018	7	A
11418	12	A
11217	17	
10014	12	A
10004	12	A
10451	49	
10459	27	
10013	17	B
11206	15	
10016	30	
11238	46	
11205	15	B
10036	12	A
11209	5	A
10022		
11249	41	C
11222	38	
11101	13	A
11419	13	A
10021	11	
11372	16	
10128	10	A
11430	12	A
11237	0	
11216	28	
10034		
11217	20	B
10457	6	A
11373	10	A
11231	12	A
11211	29	
11432	21	B
11229	25	
10003	12	A
10022	48	
11203	11	
11693	12	A
10022	9	A
11358	19	
10022	12	A
11214	27	B
10016	11	A
11233	7	A
10013	11	A
10012	12	A
10018	16	B
11218		
10023	4	A
11211	7	A
11220	29	
11209	35	Z
10002	2	P
10016	23	
10121	2	A
11228	16	B
11221	21	B
10013	13	A
11209	10	A
11372	27	
11236	7	A
10022	17	
10024	22	
10459	13	A
11354	47	
11385	18	B
11219	19	
10017	8	
11238		
11220	13	A
11354	10	A
10028	13	A
10006	19	
10012	16	
10036	13	
11211		
11230	12	A
11103	2	A
11214	46	
10461	14	B
11218	31	
11221	13	
11249	22	
10011	22	
10002	38	
10001	9	A
11385	30	
11204	6	A
11205	19	
11236	81	
11220	23	
10032	19	B
10036	21	B
10020	12	A
10016	32	
10010	24	
10028	3	A
11235	21	
10003	9	A
10462	4	A
11358	21	
10453	38	
11201	10	
10010	17	
10019	23	
10003	59	
11222	11	A
11237	23	
11231	13	
11220	24	
11217	13	A
10021	13	A
10036	9	
10310	61	
10030	40	
11201	12	A
10004		
10022	39	
11367	34	C
10036	28	
11229	11	A
11238	2	A
11354	17	
11237	12	A
10011	13	A
10014	27	
11216	20	
11101	25	
11218	35	
10012	22	
11232	9	A
10012	5	
11231	25	
10002	22	
10463		
10029	17	
10035	26	B
10019	10	A
10001	16	B
10454	22	
11226		
11224	10	A
10001	9	A
11215	12	A
11104	45	
10001	13	A
11226	11	A
10012	20	
10458	20	B
10018	10	A
10460	9	P
10025	19	
10065	24	
11231	12	
11354	12	A
10009	20	
11207	5	A
11417	13	A
10466	23	Z
10007	9	A
10301	8	A
10075	11	A
11231	8	A
10013	13	A
	10	
10035	4	A
11220	12	A
10031	28	C
11238	9	A
11354	19	
11377	13	A
10002	10	A
11218	23	
10002	27	
11417	15	B
11215	13	A
11220	32	
11215	18	
11201	13	
10019	7	A
10128	17	
10011	12	
11218	10	A
10013	10	A
11205		
10031	12	A
11224	5	A
11209	12	A
10036	28	
10312	12	A
11220	12	A
11214	11	A
11417	26	B
11211	29	
10005	24	
11378	10	A
11220	11	A
10002	4	A
10009	11	
10036	4	A
11207	20	B
11215	12	
11217	34	
11368	7	A
10019	8	
10012	13	A
11201	18	B
10022	8	
11218		
11368	18	
11373	32	
11361		
11208		
10019	35	
10001	40	
10002	26	B
10467		
10128	5	A
11228	19	
10301	25	
10465	12	A
10306	18	
10014	10	A
11222	28	
10065	11	A
10014	53	C
10001	20	
10013	8	A
11375	30	
10461	12	A
10017	16	
11103	19	
11378	12	A
10013	24	
11354	22	
11101	7	A
11385	12	
10466	23	
10005	13	A
10463	33	
11234	8	A
11355	12	A
11235	11	
10014	4	A
11102	9	A
10036		
11219	7	A
10475	18	
10019	38	C
11377	19	
11377	12	
11355	22	
10466		
11435	22	
10003	17	B
10024	13	A
11368	11	A
11419	10	A
11233	12	A
10003	3	A
11232	27	
11238	6	A
11206	16	B
10022	13	A
11211	7	A
11233	7	A
11222	12	A
10016	12	A
10012	12	A
10459	33	C
10032	17	
10305	12	A
10028	16	B
11354	12	A
11221	11	A
10281	9	A
10009	27	
11103	10	A
11203	19	
11367	11	A
11213	10	A
11416	24	
10019	46	
11206	10	A
10003	12	
11427	35	Not Yet Graded
10001	10	A
11201		
11233	15	B
11373	27	
10457	12	A
10013	13	A
11204	13	A
10014	25	Z
11238	5	A
10032	29	
11249	10	A
10452	10	A
11422		
11233	33	
10028	10	A
10128	17	
10036	22	
10012	7	A
10024	30	
10034	19	
11375	13	
11354	4	A
10028	21	
11354	18	
10019		
11203	16	
11375	35	
10458	24	
10029	35	
11212	13	A
11417	6	A
11435	0	
10312	40	
10463	20	
11103		
10018	9	A
10309	5	A
10310	28	
10014	15	
10021	9	A
10003	17	
11106	28	
10018	11	A
11226	24	B
11226	7	
10011	13	A
10019	43	
10009	9	A
11385	11	
11210	9	A
10469	13	
10022	27	B
11232	17	
10013		
11361	13	A
11356	38	
10022	23	
10016	60	
11101		
11249	4	A
10038		
11236	12	A
11354	17	
10128	24	
11232	10	A
11102	42	
10036	11	A
10001	12	A
11217	12	
10470	35	
10455	52	
10036	117	
11201	11	A
11211	22	
11226	12	A
10038	5	A
10002	74	
10027	7	A
10309	3	A
11209	17	
10004	13	A
10464	26	
10019	10	A
10027	37	
11249	39	
11432	8	A
11358	27	
10022	23	
11428	8	A
10312	22	
10306	25	B
10306	13	A
10011	35	
10036	11	A
10012	12	
11216	18	
10309	17	
10306	32	
10016	22	
11220	29	C
10458	13	
10011	12	A
11375	7	A
11415	10	A
11223	10	A
11211	12	A
11220	3	A
10029	12	
11203	2	Z
11372	12	A
11206	26	
11222	7	A
10003	22	
11432	8	A
	16	
11418	12	
11427	19	B
11217	13	A
11226	15	
11215	15	
11211	43	
10013	15	
11209	13	A
11420	9	A
10002	15	
10028		
10302	13	A
10018	58	
10016	13	A
10003	25	
10002	27	B
10013	26	B
11207	62	
10023	11	A
11226	25	
10016		
10036	36	
11102	7	A
11232	24	
11235	45	
10032	7	A
11206	18	
11214	6	A
11238	18	B
10310	24	
10009	21	
10128	17	
11368	14	B
10012	18	
11225	2	
10012	10	A
10065	19	
11414	13	A
11213	37	
10027	27	Z
11215	7	A
11413	13	A
10013	45	C
11222		
10065	38	
10032	28	
11238	4	A
11385	34	C
11206	10	
10469	15	B
10121	0	A
10013	27	
10028	13	A
10023	12	A
10280	7	A
10036	11	
11106	24	
11234	9	
10002	17	
11420	11	
11101	10	A
11249	41	
10075	13	
10003	7	A
11207	12	A
10040	22	B
10003	16	
11233	40	
10009	13	A
11427	13	A
10470	30	
10002	21	
11355	46	
11418	24	
11208	0	A
10012	5	A
11237	20	B
10306	9	A
11354	37	
11419	20	
11354	38	
10009	32	
10029	12	A
10002	21	
10010	15	
11223	11	
10016	12	A
11219	26	B
11217	12	A
10001	35	
11237	41	C
10028	6	A
10038	13	A
10451	24	Z
10016	13	
10002	19	
10002	4	A
10012	17	
11211	33	
10019	13	A
10470	9	A
11229	22	B
11215	18	
11418	26	Z
10017	12	A
10031	13	A
11217	17	B
11101	11	A
10452	38	
10019	39	
11377	20	
10001	5	A
11427	20	
11104	28	C
10307	11	A
11233	22	
11217	9	P
11215	26	B
10004	6	A
11235	24	
10003	35	C
10301		
10004	10	
11105	35	C
10469	45	C
10075	12	A
11204	11	A
11249	17	
11412	23	
10023	30	
10018	13	A
10012	23	Z
10002	24	B
10024	6	
10302	12	A
11372	25	
11354	27	B
10306	29	C
10036	13	A
11238	22	
	23	
11216	12	A
	16	
10014	12	A
10014	30	
	13	A
11414	11	A
11365	19	
10003	13	A
11377	7	
11374	19	B
11205	27	
11354	12	A
10013	92	
11103	10	
11209	12	A
11201	45	
10035	2	
10001	4	A
10029	5	A
10461	12	A
10458	22	
10022	25	B
11235	9	A
10280		
11220	13	
11372	12	
11231	12	A
10003	27	B
10003	9	A
10019	22	
11216	12	A
10314	9	A
11219	12	
11214	16	
10009	12	A
10025	21	B
11378	9	A
10013	3	A
10009	5	A
10035	8	A
10002	13	A
11204	24	
11238	52	C
11102	37	
11432	17	
11373	29	
11104	21	
11218	9	A
10001	24	
10466	19	
11220	4	
10012	42	C
11105	15	
10011	27	
11432	11	A
11220	10	A
11211	13	A
10003	9	A
10065	13	A
	9	A
10013	29	C
10018	12	A
11229	10	A
10004	27	B
10458	12	A
11432	13	A
10017	19	
10002	32	
11201	10	
10012	2	
10128	12	A
11369	26	
10310	12	A
11201	15	B
10034	19	
10027	3	A
11103	7	A
11215	23	
10003	12	
11223	18	B
11225	13	A
10036		
11218	40	
10003	10	A
10009	11	A
10002	12	A
11215		
11385	12	A
10465	5	A
11432	23	B
11220	39	
11223	13	A
10018	19	
11204	12	A
11233	9	A
10003	12	A
10017	38	
10454	9	A
11221	27	B
10027	12	A
11373	14	
11217	13	A
11004	29	
11211	12	A
10026	23	B
11354	19	
11225	12	A
11104	10	A
10035	22	
10010	10	
10017	16	
11222	15	
10031	72	
10022	12	A
10022	8	A
11249	21	
11229	17	
10003	18	
10012	8	A
10013	8	A
10011	22	
11428	10	A
10038	12	A
10003	23	
11220	23	B
10018	12	A
10013	9	A
10001	27	B
11354	31	
10038	8	A
10003	10	A
10005	13	A
11372	11	A
10004	12	A
11229	27	
11220	71	
11101	23	
11203	12	A
11217	11	A
10019	66	
11375	12	A
10011		
11368	21	
10036	3	A
11229	30	
11222	18	
10467	12	A
11216	9	A
11105	13	A
11430	2	A
10314	10	A
10019	17	
10023	12	A
11354	0	
10452	27	
10040	11	A
10456	11	A
	43	
11211	17	
10016	5	
10454	12	A
11361	12	A
10001	8	A
10026	24	B
11416	12	A
10019	13	A
11231	13	A
10007	23	
10010	12	A
10003	13	A
10454	3	A
11103	12	A
11385	18	
10451	24	
11372	12	A
10462	11	A
11355	28	
11215	18	
10009	9	A
11222	12	A
11204	8	A
10019	44	
10018	21	
10004	13	
11216	11	A
10017	13	A
10029	24	
10455	22	
10022	9	A
10036	16	B
10475	13	A
11214	9	A
11230	22	
11214		
10022		
11222	29	
10036	10	A
10009	13	A
10459	16	
10024	42	C
11418	13	A
11220	23	
11368	13	A
11375	10	
10011	11	A
11211	12	A
10454	12	A
11101	12	A
10308	11	A
11385	10	A
10019	13	A
11215	16	B
11416	59	Not Yet Graded
10002		
11220	43	
10036	8	A
10010	20	
11201	12	A
11355	25	B
11354	17	
11369	7	A
11206	13	A
10014	23	
11215	58	
10314	46	
11237	12	A
10001	13	A
10003	13	A
10128	21	
11101	12	A
10016	19	
11358	17	
11433		
11368	10	A
11429	9	A
11207	12	A
11206	12	A
11225	37	
10473	16	
10023	11	A
11234	12	A
11237	10	A
10011	41	
11201	19	
10013	29	C
10022	16	
11101		
11373	28	
11249	22	B
10013	11	A
10306	23	
10314	34	
11234	10	A
10003	57	
10028	7	A
11229	11	A
11234		
10001	49	
10002	24	
10465	21	
10031	27	B
10004	3	A
10002	13	A
11374	9	A
11418	13	
11375	9	A
11237		
11220	50	
11375	18	
11237	13	A
11355	11	A
10451	7	A
11219	16	
10019	11	A
10036	10	A
11368	25	
11237	11	A
11237	15	
11372	42	
11211	11	A
11103	55	
11219	22	
10025	7	A
10038	13	A
11373	14	B
11422	7	A
11218		
11209	11	A
11101	13	A
11220	45	
10472	12	A
11238	6	
11211	13	
11206	20	
11355	30	
10014	17	
11201	11	A
	64	
11368	21	B
11385		
11220	9	A
11375		
11355	5	A
10036		
11385	13	A
10128	9	A
10003	17	
10023	32	
10003	29	
11203	23	
10455	54	
10002	11	A
11225	13	
11377	19	
11385	12	A
11216	13	A
11354	9	
10458	36	Z
10469	26	B
11106	12	A
11238	35	
10017	4	A
10002	17	
11216	22	
11372	46	
10018	11	A
10027	23	
11233	4	C
10027	2	A
10023	7	A
11105	9	A
11372		
10036	10	
10457	78	
10464	5	A
11358	11	A
11372	16	
11103	7	A
10456	13	A
11368	19	
10022	27	Z
10014	19	
11216	7	A
10028	41	
10019	22	
10013	29	
10036	24	B
10002	20	B
10014	16	
10010	16	
11232	13	A
11372	19	
11368	11	A
10011	44	
10017	10	A
10303	7	A
11223	4	A
10003	8	A
10003	20	
11220	38	
10310	36	
11362	8	A
10012	12	A
11237	57	
10065	22	Z
11206	16	B
10463	28	C
10461	13	A
11356	19	B
10018	7	A
11201	9	A
10016	13	A
10001	8	A
11354	17	
10003		
10011	23	
11361	27	B
11362	9	A
10011	22	
11212	12	A
10013	15	
10003	13	A
10459	7	A
11207	5	
10021	10	A
11223		
10128	21	
10002	7	A
11373	11	A
10003	32	
11354	18	
10001		
11216	12	A
11204	36	
11378	89	
10019	25	
11203		
11201	12	A
10304	33	
11103	17	
10009	23	
10302	12	A
10021	24	
10468	12	A
11235	15	B
10001	20	
11222	7	A
11414		
11004	13	A
10005	16	
10022		
10462	24	B
11419	45	Z
10024	11	A
11235	22	
10010	22	
11224	25	
11207	42	C
10016	33	C
10452	12	A
10016		
11103	8	
11373	14	B
11415	9	A
10016	31	
	24	
10009	22	
11249	61	
10011	13	A
11220	10	
10019	13	A
11354	28	
10017	12	A
11220	36	
10010	35	C
11206		
11213	13	A
10036	13	A
11430	18	
11101	13	A
11220	27	
10301	34	
11201	8	A
11229		
11375	4	A
11201	10	
11201	13	A
11205	11	A
10011	23	B
11354	17	
10452	28	
10017	7	A
11204	24	B
11226	14	P
10002	12	A
10025	10	A
10019	12	A
11221	66	
10018	25	B
10471	14	B
11378	40	
10014	20	
11417	52	
10001	9	A
11358	12	
10001		
10013	14	
10002	9	A
11205	19	
11201	18	
10038	5	A
11226	15	
10011	13	A
10001	21	
11238	12	A
10033	34	
10001	28	
10009	12	A
11375		
11354		
11220	61	
11201	38	
11364	10	A
11229	20	B
10026	3	A
11201	22	B
10018	11	A
10014	22	
11421	4	
10473	27	B
11102	8	A
11378	11	A
10472	20	
10018	9	A
11358	13	A
10024	47	
11372	13	A
11385	13	A
11212	11	A
11372	13	A
11217	5	A
10005	10	A
11004	33	
11238		
10011	11	A
11412	48	
10004	22	
11201	10	A
10039	13	A
11249	21	
11220	54	
10017		
11101	4	A
10013	27	
10023	17	
10019	10	A
10019	19	
11368	12	A
11218	24	B
11418	26	
10454	45	
10023	28	
11106	13	
11228	20	
11103	10	A
11103	17	P
10019	10	A
10019	19	
10469	94	Not Yet Graded
11249	29	
10452	14	B
11232	10	A
11201	32	
11249	9	A
10009	17	B
11103	20	
10002	5	
11432	13	A
11234	11	A
11220	35	
11385	17	
10461	10	A
11235	19	
11428	8	A
10003		
10025	41	C
11365	34	
10169	12	A
10314	17	B
11358	9	A
10011	33	
10003	30	
10010	12	A
10458	10	A
10018	12	A
11377	29	
11231	17	
10010	27	B
11435	11	A
10019	10	A
11385	24	B
11216	26	
10003	19	B
10452	38	
10010	12	A
11232	18	
10029	19	
10009	14	
11204	12	A
11378	30	
11216	13	A
10021	26	B
11421	12	A
11206	17	
10007	14	
11368	12	A
10003	18	
10028	9	A
10455	11	A
10121	12	A
10018	8	A
10032	19	
