ZIP,Total_Population,Female.per,under5,14-May,15-24,25-34,35-44,45-54,55-64,65above,Median
14224,40660,0.521667486,0.042,0.11,0.11,0.117,0.108,0.151,0.152,0.21,45.8
14225,33273,0.534998347,0.054,0.106,0.114,0.167,0.109,0.124,0.149,0.177,41
14226,29414,0.506119535,0.059,0.11,0.152,0.149,0.107,0.136,0.124,0.163,37.2
14227,22657,0.525356402,0.035,0.076,0.109,0.128,0.091,0.166,0.153,0.242,48.1
14228,21533,0.487437886,0.049,0.112,0.21,0.146,0.106,0.108,0.124,0.145,33.2
14261,5817,0.503696063,0,0,0.963,0.035,0.002,0,0,0,19.6
14301,12730,0.526237235,0.073,0.123,0.144,0.124,0.109,0.154,0.128,0.145,38
14302,48,0.666666667,0,0,0,0,0,0,0,1,87
14303,5655,0.530150309,0.057,0.148,0.123,0.136,0.117,0.124,0.146,0.149,37.6
14304,29409,0.505525519,0.039,0.102,0.111,0.125,0.115,0.149,0.167,0.192,45.5
14305,16682,0.566059226,0.072,0.14,0.151,0.127,0.103,0.125,0.146,0.136,35.8
14411,14424,0.509151414,0.045,0.094,0.138,0.144,0.123,0.157,0.133,0.166,42.3
14414,7046,0.483820607,0.054,0.132,0.11,0.129,0.107,0.174,0.125,0.169,42.2
14415,173,0.439306358,0,0.023,0.231,0.04,0.029,0.214,0.399,0.064,53.2
14416,3550,0.505915493,0.036,0.096,0.171,0.082,0.088,0.165,0.194,0.168,47.7
14418,1339,0.504107543,0.065,0.105,0.126,0.12,0.106,0.132,0.171,0.175,42.9
14420,20795,0.516037509,0.048,0.099,0.304,0.089,0.093,0.14,0.103,0.124,31.3
14422,2434,0.498767461,0.04,0.121,0.143,0.099,0.136,0.188,0.13,0.143,42.6
14423,4816,0.514119601,0.071,0.089,0.159,0.092,0.094,0.186,0.134,0.175,44.4
14424,27330,0.520563483,0.047,0.112,0.118,0.103,0.105,0.157,0.147,0.211,46.3
14425,11860,0.536172007,0.075,0.158,0.116,0.125,0.146,0.141,0.126,0.113,37
14427,2156,0.524118738,0.064,0.135,0.121,0.117,0.138,0.148,0.153,0.124,38
14428,7837,0.525838969,0.043,0.107,0.125,0.107,0.089,0.199,0.167,0.163,47.1
14432,6237,0.512746513,0.056,0.131,0.128,0.124,0.1,0.133,0.129,0.199,41.7
14433,4375,0.479542857,0.079,0.186,0.164,0.091,0.103,0.106,0.131,0.14,33
14435,2910,0.488659794,0.038,0.099,0.111,0.087,0.095,0.195,0.213,0.162,48.7
14437,11484,0.429467085,0.033,0.093,0.136,0.121,0.149,0.19,0.131,0.147,42.8
14441,457,0.391684902,0.05,0.19,0.098,0.166,0.101,0.177,0.122,0.096,34.9
14445,7978,0.498245174,0.056,0.116,0.15,0.164,0.143,0.109,0.134,0.128,35.9
14450,41191,0.52902333,0.054,0.122,0.1,0.102,0.117,0.168,0.151,0.186,45.3
14454,11256,0.561122957,0.028,0.051,0.503,0.065,0.058,0.063,0.112,0.12,21.8
14456,19522,0.498258375,0.044,0.096,0.225,0.118,0.085,0.117,0.136,0.179,36.9
14462,530,0.456603774,0.074,0.142,0.102,0.138,0.121,0.17,0.136,0.117,40.8
14464,7538,0.516449987,0.053,0.138,0.159,0.099,0.13,0.163,0.14,0.118,40
14466,1910,0.517801047,0.014,0.114,0.08,0.093,0.195,0.106,0.209,0.189,45.5
14467,10782,0.489890558,0.06,0.147,0.114,0.124,0.105,0.168,0.116,0.166,39.8
14468,18547,0.486601607,0.05,0.129,0.13,0.092,0.134,0.148,0.173,0.144,42.7
14469,6207,0.490575157,0.04,0.095,0.137,0.094,0.1,0.171,0.209,0.154,47.2
14470,7848,0.504587156,0.047,0.108,0.12,0.116,0.122,0.199,0.138,0.15,44.5
14471,2550,0.491372549,0.065,0.056,0.138,0.062,0.071,0.197,0.229,0.182,51.7
14472,8303,0.477056486,0.03,0.172,0.107,0.078,0.087,0.2,0.163,0.163,46.3
14475,260,0.442307692,0,0.227,0.015,0.077,0.173,0.135,0.173,0.2,45.7
14476,2246,0.523152271,0.067,0.155,0.12,0.112,0.101,0.142,0.151,0.152,41
14477,1740,0.49137931,0.016,0.167,0.109,0.061,0.136,0.184,0.203,0.124,47.2
14478,1566,0.632183908,0.007,0.069,0.573,0.05,0.067,0.025,0.066,0.143,21.5
14479,252,0.55952381,0.143,0.028,0.139,0.092,0.119,0.238,0.111,0.13,44.4
14480,808,0.571782178,0.151,0.166,0.069,0.183,0.036,0.124,0.15,0.121,31.9
14481,1798,0.464404894,0.038,0.104,0.091,0.149,0.111,0.185,0.145,0.177,45.3
14482,8278,0.514133849,0.049,0.128,0.146,0.118,0.121,0.138,0.135,0.165,41.3
14485,4323,0.494332639,0.044,0.115,0.163,0.093,0.1,0.137,0.168,0.18,42.7
14486,361,0.515235457,0.047,0.05,0.133,0.078,0.08,0.147,0.277,0.188,49
14487,5874,0.524344569,0.075,0.134,0.139,0.118,0.103,0.174,0.117,0.14,39.3
14489,7073,0.53428531,0.04,0.08,0.16,0.097,0.09,0.177,0.147,0.209,47.3
14502,10866,0.507454445,0.063,0.147,0.115,0.093,0.142,0.171,0.128,0.141,41.2
14504,1910,0.513089005,0.064,0.132,0.096,0.161,0.077,0.141,0.181,0.148,39.3
14505,5065,0.514116486,0.061,0.11,0.137,0.089,0.127,0.177,0.15,0.149,43.8
14506,1404,0.534188034,0.009,0.176,0.13,0.025,0.098,0.279,0.158,0.125,45.9
14507,1272,0.533018868,0.083,0.1,0.138,0.1,0.081,0.136,0.18,0.182,44.9
14510,4651,0.516663083,0.058,0.11,0.113,0.133,0.097,0.144,0.137,0.208,43.2
14511,334,0.392215569,0,0.09,0.108,0.374,0.051,0.126,0.168,0.083,31.8
14512,4592,0.520034843,0.032,0.113,0.111,0.083,0.104,0.176,0.169,0.212,48.7
14513,13740,0.523508006,0.057,0.109,0.131,0.12,0.092,0.163,0.153,0.175,44.3
14514,6784,0.510023585,0.04,0.166,0.135,0.066,0.168,0.159,0.099,0.167,41.3
14516,2547,0.484884177,0.057,0.118,0.147,0.074,0.111,0.146,0.128,0.219,44.2
14517,3163,0.491305722,0.062,0.127,0.091,0.081,0.147,0.144,0.122,0.226,44.6
14519,11774,0.509512485,0.041,0.143,0.089,0.127,0.103,0.181,0.147,0.169,44.6
14521,2454,0.474327628,0.071,0.122,0.117,0.123,0.074,0.143,0.15,0.2,43.8
14522,9232,0.510073657,0.063,0.109,0.088,0.12,0.123,0.158,0.171,0.168,44.9
14525,2751,0.510359869,0.073,0.136,0.123,0.153,0.098,0.141,0.158,0.118,36
14526,20329,0.543706036,0.067,0.126,0.109,0.097,0.108,0.154,0.144,0.195,44.5
14527,12738,0.508792589,0.059,0.133,0.123,0.104,0.093,0.136,0.15,0.202,44.3
14529,190,0.505263158,0,0,0.284,0,0,0.247,0.368,0.101,51.7
14530,5289,0.499905464,0.038,0.104,0.109,0.144,0.11,0.137,0.151,0.207,44.4
14532,4611,0.45695077,0.038,0.154,0.134,0.099,0.128,0.189,0.121,0.137,42.2
14533,1820,0.486263736,0.008,0.19,0.112,0.131,0.123,0.1,0.198,0.138,40.9
14534,32195,0.511321634,0.045,0.14,0.121,0.061,0.112,0.172,0.152,0.197,46.1
14536,537,0.540037244,0.047,0.119,0.08,0.082,0.128,0.173,0.184,0.187,47.1
14537,194,0.541237113,0.026,0.129,0.062,0.186,0.092,0.232,0.088,0.185,45.1
14539,186,0.424731183,0.043,0.145,0.172,0.086,0.215,0,0.247,0.092,37.1
14541,4317,0.28561501,0.054,0.08,0.129,0.237,0.146,0.146,0.109,0.099,35
14542,42,0.5,0,0.119,0,0,0,0.238,0.262,0.381,61
14543,3186,0.503138732,0.024,0.093,0.106,0.073,0.121,0.207,0.193,0.183,50.4
14544,2242,0.529884032,0.053,0.133,0.126,0.07,0.15,0.192,0.102,0.174,43.1
14545,213,0.591549296,0.052,0.122,0.098,0.211,0.028,0.221,0.103,0.165,44.2
14546,4834,0.498345056,0.034,0.146,0.101,0.146,0.108,0.152,0.183,0.13,41.8
14548,3548,0.486471251,0.028,0.131,0.081,0.106,0.086,0.177,0.19,0.201,48.3
14549,48,0.604166667,0,0,0.167,0,0,0,0.521,0.312,60.4
14550,1774,0.516910936,0.056,0.142,0.121,0.116,0.12,0.126,0.179,0.14,40.4
14551,5339,0.506087282,0.058,0.119,0.128,0.115,0.085,0.172,0.137,0.186,44.6
14555,1115,0.468161435,0.076,0.133,0.085,0.082,0.12,0.099,0.143,0.262,47
14559,18423,0.511317375,0.054,0.1,0.137,0.104,0.137,0.175,0.129,0.164,42.9
14560,2091,0.461023434,0.033,0.128,0.098,0.12,0.117,0.174,0.18,0.15,45.2
14561,2896,0.508632597,0.07,0.118,0.129,0.111,0.089,0.203,0.161,0.119,42.9
14564,14789,0.514706877,0.061,0.149,0.107,0.089,0.148,0.151,0.129,0.166,42.5
14568,6085,0.490714873,0.057,0.163,0.146,0.091,0.178,0.158,0.112,0.095,37.9
14569,6084,0.510683761,0.05,0.131,0.098,0.111,0.137,0.183,0.12,0.17,42.6
14571,1142,0.460595447,0.051,0.07,0.109,0.093,0.114,0.176,0.131,0.256,47.6
14572,4968,0.518518519,0.052,0.116,0.109,0.12,0.113,0.143,0.188,0.159,44
14580,51928,0.524591742,0.059,0.127,0.112,0.106,0.114,0.156,0.144,0.182,43.5
14585,75,0.533333333,0,0,0,0,0.053,0.106,0.2,0.641,68.9
14586,11267,0.496139167,0.067,0.13,0.192,0.134,0.129,0.122,0.131,0.095,32.9
14588,677,0.097488922,0,0,0.152,0.34,0.273,0.161,0.036,0.038,35.4
14589,7618,0.515620898,0.057,0.114,0.118,0.112,0.096,0.162,0.167,0.174,45.3
14590,5198,0.484417083,0.049,0.127,0.14,0.089,0.124,0.103,0.183,0.185,42.3
14591,1557,0.479768786,0.022,0.143,0.127,0.067,0.112,0.149,0.175,0.205,46.6
14592,152,0.578947368,0,0.105,0,0,0.197,0.132,0.566,0,56.7
14604,1690,0.473964497,0.005,0,0.089,0.34,0.078,0.125,0.167,0.196,43.9
14605,13199,0.557618001,0.093,0.174,0.219,0.136,0.111,0.114,0.074,0.079,25.8
14606,28704,0.537938963,0.067,0.142,0.138,0.138,0.123,0.129,0.119,0.144,36.4
14607,16675,0.486116942,0.018,0.032,0.219,0.326,0.104,0.111,0.094,0.096,30
14608,12399,0.546898943,0.083,0.16,0.156,0.175,0.132,0.114,0.101,0.079,29.6
14609,43762,0.522645217,0.082,0.14,0.13,0.17,0.125,0.134,0.107,0.112,33.5
14610,13781,0.505913939,0.058,0.062,0.087,0.186,0.118,0.123,0.147,0.219,44.1
14611,16531,0.532817131,0.072,0.178,0.154,0.14,0.105,0.12,0.101,0.13,30.7
14612,33905,0.501282997,0.05,0.095,0.101,0.134,0.114,0.145,0.173,0.188,45.5
14613,13232,0.503703144,0.071,0.168,0.175,0.14,0.128,0.127,0.109,0.082,30.5
14614,1179,0.067854114,0.01,0.011,0.279,0.402,0.153,0.1,0.046,-0.001,28.7
14615,16375,0.524335878,0.071,0.121,0.106,0.171,0.147,0.141,0.126,0.117,35.9
14616,28280,0.531824611,0.058,0.115,0.109,0.15,0.119,0.146,0.132,0.171,41.5
14617,22848,0.51597514,0.053,0.12,0.104,0.103,0.128,0.146,0.158,0.188,44.2
14618,22705,0.552213169,0.038,0.122,0.201,0.097,0.096,0.134,0.113,0.199,40.1
14619,14787,0.541083384,0.074,0.162,0.149,0.149,0.112,0.131,0.12,0.103,32.6
14620,24902,0.49052285,0.055,0.064,0.182,0.271,0.103,0.098,0.102,0.125,31.4
14621,34095,0.532189471,0.07,0.162,0.16,0.137,0.109,0.128,0.113,0.121,33
14622,11952,0.520247657,0.035,0.089,0.106,0.134,0.111,0.134,0.177,0.214,46.4
14623,25923,0.465262508,0.052,0.061,0.336,0.166,0.084,0.077,0.105,0.119,27.7
14624,35694,0.511962795,0.051,0.104,0.137,0.137,0.116,0.145,0.148,0.162,41.2
14625,10354,0.513714506,0.04,0.122,0.08,0.123,0.092,0.147,0.175,0.221,48.4
14626,30500,0.531967213,0.044,0.096,0.096,0.135,0.105,0.149,0.15,0.225,47
14627,2506,0.444932163,0,0,0.993,0.007,0,0,0,0,19.6
14701,40070,0.50761168,0.059,0.131,0.121,0.126,0.115,0.141,0.138,0.169,40.8
14706,6198,0.54291707,0.054,0.104,0.137,0.091,0.097,0.137,0.162,0.218,45.9
14707,193,0.445595855,0.036,0.052,0.171,0.047,0.088,0.187,0.12,0.299,53.1
14708,209,0.492822967,0.086,0.22,0.067,0.058,0.23,0.095,0.187,0.057,35.9
14709,1552,0.455541237,0.065,0.158,0.098,0.093,0.117,0.146,0.141,0.182,41.8
14710,3237,0.503243744,0.053,0.122,0.102,0.075,0.099,0.141,0.187,0.221,48.8
14711,2031,0.494337765,0.097,0.189,0.107,0.145,0.114,0.122,0.083,0.143,31.6
14712,3384,0.520094563,0.026,0.129,0.094,0.113,0.093,0.132,0.15,0.263,47.7
14714,524,0.471374046,0.092,0.12,0.112,0.155,0.088,0.143,0.134,0.156,38
14715,2824,0.50601983,0.067,0.161,0.087,0.13,0.139,0.143,0.128,0.145,38.3
14716,3114,0.446050096,0.044,0.081,0.154,0.259,0.139,0.12,0.093,0.11,33.5
14717,510,0.409803922,0.012,0.145,0.083,0.063,0.125,0.171,0.141,0.26,49.2
14718,2354,0.466440102,0.027,0.1,0.214,0.104,0.105,0.138,0.15,0.162,41.4
14719,3547,0.487454187,0.047,0.132,0.136,0.073,0.127,0.145,0.169,0.171,44
14720,712,0.448033708,0.062,0.069,0.125,0.177,0.136,0.154,0.129,0.148,39
14721,119,0.470588235,0.092,0,0.193,0.243,0.092,0.143,0.117,0.12,28
14722,381,0.535433071,0,0,0.352,0.008,0,0.06,0.034,0.546,66.2
14723,1113,0.481581312,0.042,0.143,0.09,0.091,0.1,0.18,0.191,0.163,47.5
14724,2505,0.484630739,0.055,0.153,0.174,0.099,0.097,0.168,0.137,0.117,35.9
14726,2146,0.52889096,0.14,0.191,0.182,0.133,0.087,0.106,0.077,0.084,23.9
14727,5137,0.522289274,0.061,0.12,0.08,0.107,0.121,0.137,0.189,0.185,46.3
14728,932,0.488197425,0.082,0.097,0.054,0.028,0.094,0.212,0.122,0.311,50.1
14729,813,0.473554736,0.027,0.057,0.115,0.102,0.098,0.19,0.259,0.152,51.6
14731,1243,0.503620274,0.01,0.103,0.075,0.094,0.097,0.147,0.212,0.262,53.8
14732,124,0.443548387,0,0.072,0.194,0.081,0.137,0.202,0.153,0.161,46.3
14733,3856,0.500778008,0.071,0.131,0.129,0.13,0.103,0.135,0.127,0.174,38
14735,2763,0.461093015,0.063,0.134,0.125,0.121,0.12,0.155,0.128,0.154,40.6
14736,243,0.444444444,0.033,0.135,0.066,0.082,0.127,0.12,0.313,0.124,54.1
14737,4139,0.479101232,0.076,0.118,0.123,0.101,0.119,0.146,0.134,0.183,42.4
14738,3531,0.500424809,0.022,0.061,0.165,0.065,0.088,0.124,0.206,0.269,53.8
14739,2766,0.495661605,0.069,0.115,0.126,0.122,0.103,0.112,0.158,0.195,43.1
14740,1367,0.480614484,0.053,0.086,0.081,0.068,0.084,0.161,0.174,0.293,53.5
14741,2297,0.493252068,0.024,0.183,0.084,0.123,0.128,0.121,0.156,0.181,42.2
14742,316,0.452531646,0,0,0.035,0.098,0,0.104,0.275,0.488,64.5
14743,1683,0.535947712,0.028,0.154,0.124,0.081,0.155,0.111,0.16,0.187,42.9
14744,2259,0.554670208,0.046,0.083,0.503,0.063,0.062,0.052,0.068,0.123,21.1
14747,2229,0.424405563,0.046,0.127,0.101,0.093,0.102,0.148,0.202,0.181,48.1
14748,742,0.553908356,0.067,0.196,0.164,0.12,0.097,0.109,0.078,0.169,32.8
14750,4300,0.559767442,0.057,0.115,0.111,0.091,0.104,0.138,0.159,0.225,46.5
14752,198,0.752525253,0,0.107,0.177,0,0.045,0.222,0.086,0.363,52.9
14753,1041,0.475504323,0.049,0.109,0.103,0.088,0.132,0.16,0.168,0.191,46.4
14754,585,0.586324786,0.022,0.133,0.128,0.078,0.106,0.183,0.126,0.224,46.5
14755,3122,0.47693786,0.077,0.139,0.078,0.137,0.119,0.127,0.166,0.157,40.4
14756,103,0.32038835,0,0,0,0.136,0,0.495,0.184,0.185,45.7
14757,3405,0.476358297,0.04,0.085,0.134,0.128,0.123,0.117,0.17,0.203,42.9
14760,18235,0.505566219,0.044,0.118,0.125,0.12,0.115,0.154,0.157,0.167,43.2
14767,1913,0.509670674,0.063,0.184,0.126,0.096,0.129,0.125,0.117,0.16,37.5
14769,927,0.540453074,0.063,0.14,0.051,0.099,0.122,0.135,0.163,0.227,47.9
14770,2836,0.460860367,0.062,0.105,0.128,0.102,0.128,0.148,0.134,0.193,43.3
14772,3916,0.487742594,0.094,0.167,0.114,0.107,0.114,0.114,0.134,0.156,36.8
14774,143,0.41958042,0.063,0.182,0.07,0.182,0.105,0.147,0.14,0.111,36
14775,2461,0.449817148,0.074,0.106,0.111,0.15,0.098,0.115,0.168,0.178,41.3
14777,550,0.465454545,0.022,0.107,0.089,0.082,0.067,0.14,0.231,0.262,54.4
14778,1428,0.542717087,0,0,0.996,0.004,0,0,0,0,20
14779,6672,0.526229017,0.08,0.166,0.127,0.117,0.101,0.129,0.127,0.153,35.8
14781,2119,0.495516753,0.051,0.166,0.135,0.123,0.102,0.138,0.146,0.139,38.3
14782,2549,0.515103962,0.064,0.187,0.114,0.12,0.127,0.141,0.122,0.125,37
14783,351,0.481481481,0.068,0.148,0.08,0.094,0.154,0.231,0.111,0.114,43.1
14784,718,0.530640669,0.097,0.074,0.141,0.136,0.11,0.146,0.09,0.206,42.2
14787,4929,0.507202272,0.036,0.113,0.069,0.123,0.115,0.153,0.151,0.24,49.1
14788,209,0.550239234,0,0.005,0.038,0.392,0,0.206,0.02,0.339,49.4
14801,5611,0.518980574,0.06,0.146,0.142,0.104,0.129,0.132,0.148,0.139,38.8
14802,4273,0.437865668,0.006,0.01,0.882,0.045,0.014,0.011,0.014,0.018,20.1
14803,855,0.456140351,0.019,0.14,0.076,0.139,0.123,0.155,0.171,0.177,45.3
14804,1464,0.478142077,0.064,0.136,0.094,0.141,0.112,0.13,0.161,0.162,39.7
14805,1049,0.485224023,0.051,0.154,0.129,0.136,0.107,0.143,0.163,0.117,37.7
14806,2267,0.46272607,0.033,0.157,0.134,0.093,0.126,0.153,0.15,0.154,42.1
14807,2836,0.521156559,0.031,0.128,0.135,0.078,0.094,0.161,0.205,0.168,47
14808,494,0.362348178,0.032,0.154,0.098,0.127,0.008,0.146,0.168,0.267,52.1
14809,2363,0.494710114,0.063,0.088,0.106,0.137,0.119,0.134,0.177,0.176,44.4
14810,12621,0.500435782,0.04,0.133,0.109,0.105,0.119,0.14,0.147,0.207,44.5
14812,3231,0.486227174,0.056,0.122,0.127,0.143,0.146,0.163,0.121,0.122,38.8
14813,2449,0.476521029,0.055,0.12,0.096,0.123,0.109,0.127,0.168,0.202,44.5
14814,1850,0.50972973,0.076,0.136,0.131,0.133,0.113,0.071,0.17,0.17,38.5
14815,988,0.495951417,0.023,0.102,0.081,0.104,0.118,0.141,0.15,0.281,52
14816,519,0.549132948,0.091,0.106,0.132,0.118,0.143,0.158,0.183,0.069,41.6
14817,2494,0.482758621,0.062,0.09,0.209,0.097,0.142,0.182,0.123,0.095,39.5
14818,1804,0.542682927,0.009,0.05,0.169,0.084,0.074,0.183,0.136,0.295,49
14819,801,0.543071161,0.059,0.15,0.118,0.148,0.091,0.161,0.121,0.152,37
14820,834,0.496402878,0.058,0.113,0.14,0.086,0.108,0.148,0.202,0.145,44.7
14821,3193,0.497651112,0.036,0.128,0.098,0.113,0.112,0.165,0.18,0.168,46.4
14822,1297,0.504240555,0.062,0.163,0.101,0.067,0.176,0.12,0.152,0.159,38.3
14823,3660,0.484972678,0.048,0.148,0.135,0.084,0.125,0.13,0.138,0.192,42.5
14824,424,0.516509434,0.057,0.057,0.056,0.09,0.165,0.182,0.179,0.214,49.9
14825,781,0.585147247,0.042,0.077,0.121,0.073,0.092,0.211,0.157,0.227,52
14826,1982,0.516145308,0.039,0.129,0.112,0.083,0.125,0.174,0.151,0.187,45.5
14827,98,0.714285714,0.296,0,0,0.265,0,0,0.306,0.133,29.5
14830,19965,0.498923115,0.059,0.124,0.126,0.131,0.121,0.151,0.138,0.15,40.1
14836,910,0.491208791,0.058,0.052,0.116,0.063,0.049,0.229,0.253,0.18,52
14837,5653,0.509994693,0.086,0.107,0.152,0.109,0.096,0.125,0.143,0.182,39.9
14838,2056,0.48540856,0.06,0.136,0.098,0.121,0.136,0.152,0.149,0.148,42.2
14839,819,0.533577534,0.106,0.17,0.08,0.094,0.146,0.143,0.105,0.156,37.7
14840,2866,0.492323796,0.039,0.081,0.083,0.069,0.072,0.158,0.223,0.275,54.9
14841,599,0.544240401,0.052,0.03,0.028,0.015,0.133,0.125,0.262,0.355,60.1
14842,940,0.492553191,0.04,0.106,0.152,0.028,0.083,0.1,0.28,0.211,53.6
14843,12968,0.49706971,0.075,0.1,0.15,0.12,0.112,0.146,0.127,0.17,40.4
14845,20728,0.529091085,0.047,0.123,0.109,0.114,0.101,0.141,0.157,0.208,45.6
14846,824,0.474514563,0.025,0.122,0.124,0.064,0.106,0.184,0.173,0.202,48.1
14847,2388,0.510469012,0.044,0.131,0.107,0.116,0.09,0.134,0.169,0.209,46.3
14850,66159,0.509862604,0.037,0.074,0.36,0.136,0.095,0.086,0.098,0.114,26.6
14853,2864,0.489874302,0,0,1,0,0,0,0,0,19.6
14854,28,0.714285714,0,0,0,0,0,0.321,0.286,0.393,57.6
14855,1083,0.509695291,0.118,0.166,0.18,0.081,0.084,0.146,0.108,0.117,30.5
14856,234,0.837606838,0,0.453,0.124,0.103,0,0.124,0.124,0.072,23.4
14858,1627,0.51505839,0.063,0.153,0.116,0.121,0.116,0.12,0.163,0.148,39.6
14859,723,0.475795297,0.036,0.073,0.147,0.065,0.105,0.152,0.18,0.242,49.1
14860,1235,0.506882591,0.045,0.105,0.109,0.071,0.177,0.131,0.154,0.208,44.7
14861,1215,0.497119342,0.074,0.07,0.084,0.074,0.131,0.153,0.211,0.203,48.6
14864,1156,0.384948097,0.028,0.06,0.158,0.139,0.067,0.168,0.231,0.149,50.7
14865,3005,0.545757072,0.038,0.128,0.094,0.108,0.074,0.158,0.172,0.228,49.4
14867,5800,0.513965517,0.088,0.079,0.116,0.147,0.096,0.173,0.147,0.154,42.3
14869,1359,0.470934511,0.061,0.097,0.149,0.09,0.118,0.137,0.177,0.171,43.6
14870,9938,0.505031193,0.049,0.148,0.101,0.123,0.133,0.134,0.135,0.177,41.4
14871,5294,0.461276917,0.05,0.091,0.094,0.132,0.109,0.138,0.183,0.203,46.7
14872,769,0.434330299,0.02,0.083,0.191,0.06,0.116,0.193,0.153,0.184,49.1
14873,2662,0.469196093,0.08,0.127,0.122,0.085,0.091,0.173,0.142,0.18,44.6
14874,255,0.466666667,0.035,0.071,0.102,0.075,0.208,0.039,0.157,0.313,50.8
14877,372,0.416666667,0.027,0.113,0.072,0.049,0.105,0.196,0.239,0.199,51.2
14878,603,0.527363184,0.061,0.151,0.068,0.196,0.121,0.096,0.121,0.186,35.6
14879,1999,0.496248124,0.079,0.102,0.088,0.107,0.129,0.159,0.138,0.198,44.8
14880,1407,0.52238806,0.038,0.112,0.091,0.081,0.143,0.156,0.166,0.213,49.3
14881,287,0.592334495,0,0,0,0.15,0.512,0,0.216,0.122,44.5
14882,3985,0.517691343,0.069,0.108,0.122,0.163,0.1,0.16,0.118,0.16,38.6
14883,3920,0.494897959,0.049,0.141,0.133,0.096,0.085,0.218,0.128,0.15,44.1
14884,223,0.488789238,0.018,0.067,0.063,0.062,0.089,0.17,0.318,0.213,56.1
14885,748,0.52540107,0.025,0.123,0.189,0.079,0.125,0.177,0.12,0.162,42.5
14886,7269,0.495391388,0.038,0.127,0.127,0.078,0.16,0.134,0.173,0.163,43.5
14889,1779,0.521641372,0.051,0.145,0.125,0.101,0.104,0.165,0.161,0.148,43.1
14891,4310,0.512064965,0.058,0.129,0.097,0.111,0.11,0.164,0.15,0.181,44.3
14892,8299,0.510784432,0.056,0.123,0.12,0.114,0.131,0.142,0.156,0.158,41.2
14893,6,0.5,0,0,0,0,0,0,0,1,-
14894,1325,0.491320755,0.038,0.131,0.124,0.063,0.19,0.121,0.126,0.207,43.1
14895,9446,0.523502011,0.054,0.099,0.115,0.114,0.091,0.16,0.155,0.212,47
14897,846,0.486997636,0.037,0.164,0.079,0.107,0.15,0.162,0.107,0.194,43.4
14898,1826,0.509309967,0.09,0.168,0.14,0.108,0.148,0.103,0.092,0.151,34.4
14901,16334,0.47202155,0.084,0.104,0.182,0.146,0.122,0.137,0.107,0.118,34.1
14903,7143,0.489290214,0.071,0.125,0.103,0.13,0.113,0.151,0.144,0.163,40.9
14904,15782,0.5278165,0.053,0.155,0.147,0.113,0.145,0.141,0.121,0.125,37.4
14905,9150,0.513770492,0.058,0.127,0.099,0.094,0.115,0.141,0.128,0.238,45.4
