ZIP,Total_Population,Female.per,under5,14-May,15-24,25-34,35-44,45-54,55-64,65above,Median
11372,64109,0.499992201,0.057,0.1,0.099,0.18,0.154,0.154,0.115,0.141,39.3
11373,96616,0.496439513,0.065,0.1,0.112,0.18,0.161,0.131,0.124,0.127,37.6
11374,43158,0.530469438,0.052,0.075,0.084,0.167,0.136,0.129,0.17,0.187,43.9
11375,71159,0.533818632,0.07,0.099,0.066,0.145,0.177,0.139,0.12,0.184,41.6
11377,90883,0.494591948,0.055,0.108,0.11,0.183,0.172,0.139,0.105,0.128,37.3
11378,33270,0.511902615,0.062,0.111,0.121,0.161,0.138,0.138,0.138,0.131,38.3
11379,36082,0.530541544,0.047,0.114,0.087,0.127,0.152,0.143,0.142,0.188,43.3
11385,103372,0.506955462,0.065,0.119,0.135,0.174,0.152,0.137,0.119,0.099,35.3
11411,19300,0.549067358,0.047,0.097,0.122,0.111,0.138,0.139,0.141,0.205,44
11412,37802,0.549415375,0.06,0.121,0.146,0.129,0.115,0.156,0.137,0.136,39.3
11413,42699,0.547788004,0.058,0.119,0.143,0.134,0.126,0.159,0.113,0.148,38.4
11414,28247,0.526887811,0.052,0.113,0.095,0.095,0.144,0.145,0.145,0.211,45.1
11415,19308,0.52480837,0.061,0.107,0.101,0.176,0.152,0.132,0.127,0.144,38
11416,27144,0.513815208,0.067,0.131,0.16,0.144,0.145,0.14,0.119,0.094,35
11417,31742,0.51086888,0.06,0.121,0.146,0.146,0.132,0.162,0.127,0.106,36.8
11418,39908,0.495088704,0.071,0.134,0.147,0.165,0.137,0.147,0.108,0.091,33.9
11419,51642,0.492215638,0.058,0.108,0.154,0.161,0.132,0.159,0.131,0.097,36.2
11420,50549,0.517873746,0.055,0.129,0.158,0.138,0.139,0.154,0.122,0.105,36.8
11421,43341,0.506333495,0.071,0.118,0.148,0.148,0.136,0.144,0.129,0.106,36.1
11422,33408,0.545827347,0.063,0.118,0.144,0.157,0.118,0.157,0.133,0.11,36.1
11423,31823,0.519906986,0.057,0.108,0.14,0.138,0.125,0.15,0.141,0.141,39.9
11426,19991,0.510029513,0.082,0.104,0.125,0.159,0.101,0.135,0.15,0.144,37.9
11427,22941,0.517196286,0.065,0.089,0.123,0.121,0.139,0.148,0.154,0.161,42
11428,19736,0.517430077,0.049,0.106,0.143,0.137,0.135,0.17,0.134,0.126,39.8
11429,26739,0.52720745,0.042,0.112,0.148,0.143,0.133,0.153,0.133,0.136,39.4
11430,179,0.173184358,0.022,0,0.156,0.117,0.246,0.302,0.129,0.028,42.9
11432,64686,0.528027703,0.068,0.118,0.164,0.147,0.13,0.125,0.116,0.132,35.2
11433,34703,0.532374723,0.065,0.148,0.16,0.145,0.129,0.133,0.11,0.11,33.6
11434,66279,0.559000588,0.067,0.123,0.142,0.147,0.126,0.143,0.114,0.138,36.6
11435,57627,0.502368681,0.067,0.116,0.116,0.19,0.143,0.141,0.119,0.108,35.8
11436,20136,0.510826381,0.056,0.136,0.146,0.152,0.136,0.159,0.11,0.105,35.7
11501,19262,0.50337452,0.055,0.096,0.1,0.144,0.15,0.144,0.122,0.189,41.9
11507,7330,0.502728513,0.047,0.105,0.13,0.085,0.093,0.157,0.176,0.207,48.3
11509,2329,0.481322456,0.015,0.115,0.103,0.102,0.058,0.146,0.221,0.24,53.1
11510,33734,0.519890911,0.055,0.128,0.14,0.114,0.115,0.164,0.14,0.144,41.2
11514,4543,0.520140876,0.036,0.121,0.129,0.105,0.13,0.16,0.13,0.189,43.5
11516,7724,0.534308648,0.107,0.155,0.172,0.168,0.123,0.067,0.083,0.125,28
11518,10192,0.504120879,0.041,0.124,0.141,0.095,0.108,0.213,0.141,0.137,43.6
11520,43697,0.513948326,0.067,0.12,0.141,0.137,0.131,0.143,0.119,0.142,37.6
11530,28463,0.519516565,0.058,0.133,0.168,0.068,0.112,0.143,0.147,0.171,42.3
11542,27676,0.50014453,0.06,0.114,0.12,0.157,0.128,0.115,0.127,0.179,38.6
11545,12694,0.505514416,0.052,0.14,0.135,0.079,0.1,0.193,0.143,0.158,44.4
11547,837,0.584229391,0,0.205,0.212,0,0.125,0.192,0.162,0.104,43.4
11548,2858,0.567179846,0.01,0.066,0.502,0.099,0.047,0.077,0.109,0.09,22.1
11549,2920,0.628082192,0,0,0.985,0.015,0,0,0,0,20.3
11550,57679,0.523448742,0.093,0.131,0.139,0.156,0.154,0.124,0.1,0.103,33.9
11552,24417,0.50165868,0.05,0.133,0.159,0.105,0.122,0.158,0.129,0.144,39.8
11553,26160,0.518272171,0.062,0.125,0.177,0.138,0.128,0.124,0.114,0.132,34.8
11554,37228,0.499516493,0.054,0.102,0.121,0.122,0.13,0.142,0.143,0.186,42.9
11556,14,0,0,0,0.214,0,0,0.071,0.429,0.286,62
11557,6972,0.536144578,0.045,0.105,0.112,0.097,0.091,0.166,0.169,0.215,48.7
11558,8323,0.492130241,0.061,0.09,0.088,0.126,0.145,0.161,0.144,0.185,44.5
11559,8709,0.557354461,0.048,0.179,0.16,0.068,0.137,0.103,0.096,0.209,40.6
11560,6354,0.509285489,0.036,0.15,0.116,0.093,0.104,0.166,0.133,0.202,45.1
11561,37544,0.537742382,0.041,0.089,0.104,0.15,0.125,0.162,0.148,0.181,44.5
11563,22551,0.524012239,0.058,0.119,0.11,0.109,0.139,0.161,0.124,0.18,42.6
11565,8640,0.514814815,0.049,0.099,0.108,0.098,0.115,0.122,0.199,0.21,49.3
11566,34232,0.494946249,0.051,0.126,0.143,0.096,0.111,0.172,0.157,0.144,43.1
11568,4578,0.511577108,0.015,0.104,0.403,0.049,0.073,0.107,0.142,0.107,23.4
11569,1229,0.459723352,0.038,0.111,0.155,0.019,0.182,0.141,0.149,0.205,44.9
11570,27463,0.507482795,0.057,0.135,0.132,0.099,0.11,0.152,0.139,0.176,41.5
11572,29295,0.516743472,0.045,0.118,0.13,0.102,0.12,0.163,0.15,0.172,44
11575,16564,0.514006279,0.072,0.136,0.139,0.183,0.132,0.151,0.081,0.106,33.6
11576,12663,0.517176025,0.052,0.137,0.099,0.079,0.098,0.159,0.147,0.229,47.4
11577,12888,0.513656114,0.046,0.149,0.119,0.095,0.123,0.16,0.129,0.179,42.5
11579,5128,0.520865835,0.044,0.114,0.143,0.05,0.11,0.164,0.219,0.156,47.8
11580,43219,0.515722252,0.056,0.124,0.129,0.119,0.131,0.154,0.148,0.139,40.6
11581,21406,0.512052696,0.06,0.14,0.132,0.129,0.119,0.141,0.135,0.144,38.3
11590,47134,0.518818687,0.058,0.123,0.128,0.147,0.128,0.126,0.13,0.16,38.4
11596,10683,0.515211083,0.049,0.143,0.135,0.086,0.135,0.167,0.118,0.167,41.3
11598,13478,0.505861404,0.084,0.184,0.115,0.119,0.109,0.113,0.134,0.142,34.6
11691,64946,0.546361593,0.109,0.158,0.138,0.134,0.113,0.118,0.106,0.124,31.9
11692,19403,0.534453435,0.07,0.165,0.137,0.124,0.121,0.149,0.12,0.114,35.2
11693,12021,0.496880459,0.071,0.112,0.12,0.137,0.127,0.178,0.131,0.124,40.6
11694,21219,0.487770394,0.058,0.119,0.096,0.118,0.098,0.157,0.15,0.204,46.1
11697,3928,0.515784114,0.045,0.152,0.108,0.056,0.1,0.156,0.16,0.223,47.5
11701,28139,0.527737304,0.072,0.107,0.125,0.153,0.121,0.135,0.138,0.149,38.4
11702,13906,0.515029484,0.042,0.112,0.114,0.125,0.123,0.169,0.16,0.155,43.9
11703,16508,0.521141265,0.045,0.132,0.118,0.119,0.127,0.188,0.139,0.132,42.3
11704,40257,0.518195593,0.052,0.121,0.128,0.125,0.132,0.168,0.117,0.157,40.6
11705,7499,0.51140152,0.054,0.13,0.135,0.101,0.101,0.187,0.145,0.147,43.3
11706,67959,0.508630204,0.076,0.142,0.147,0.139,0.128,0.142,0.121,0.105,34.7
11709,6745,0.529577465,0.043,0.118,0.111,0.11,0.089,0.175,0.152,0.202,46.6
11710,33525,0.510872483,0.053,0.13,0.11,0.121,0.111,0.167,0.151,0.157,43
11713,9176,0.52114211,0.074,0.146,0.153,0.092,0.124,0.155,0.114,0.142,37.8
11714,21438,0.528873962,0.038,0.119,0.123,0.09,0.134,0.169,0.128,0.199,44.7
11715,4463,0.508850549,0.063,0.131,0.099,0.106,0.11,0.176,0.151,0.164,44.3
11716,9998,0.482796559,0.05,0.108,0.158,0.099,0.126,0.189,0.117,0.153,42.2
11717,61568,0.51179184,0.073,0.148,0.149,0.165,0.154,0.133,0.094,0.084,32.7
11718,3092,0.506468305,0.047,0.131,0.112,0.107,0.085,0.165,0.191,0.162,46.5
11719,3787,0.524161605,0.072,0.118,0.113,0.064,0.094,0.185,0.159,0.195,47
11720,28823,0.500815321,0.058,0.121,0.147,0.131,0.137,0.16,0.119,0.127,37.8
11721,5995,0.547789825,0.031,0.144,0.117,0.056,0.123,0.164,0.198,0.167,46.4
11722,35668,0.481047437,0.082,0.141,0.153,0.148,0.139,0.125,0.119,0.093,33.5
11724,3243,0.497995683,0.047,0.152,0.125,0.09,0.129,0.171,0.135,0.151,41.6
11725,29444,0.516132319,0.048,0.128,0.124,0.085,0.11,0.188,0.136,0.181,45.2
11726,21688,0.508253412,0.071,0.127,0.147,0.141,0.138,0.13,0.14,0.106,35.7
11727,30282,0.524403936,0.063,0.12,0.117,0.16,0.131,0.154,0.119,0.136,38.3
11729,27311,0.521987478,0.058,0.127,0.125,0.121,0.138,0.155,0.123,0.153,40.4
11730,14168,0.527385658,0.039,0.151,0.134,0.085,0.142,0.189,0.129,0.131,41.2
11731,29743,0.501462529,0.047,0.132,0.135,0.089,0.111,0.183,0.148,0.155,44
11732,3856,0.535788382,0.046,0.124,0.114,0.084,0.061,0.197,0.139,0.235,48.6
11733,17136,0.489670868,0.046,0.13,0.123,0.071,0.118,0.164,0.156,0.192,45.6
11735,33596,0.517680676,0.048,0.122,0.136,0.124,0.116,0.172,0.134,0.148,41.6
11738,17067,0.46030351,0.038,0.143,0.141,0.114,0.129,0.187,0.131,0.117,40.4
11739,1119,0.463806971,0.049,0.182,0.102,0.04,0.128,0.238,0.095,0.166,44.7
11740,8953,0.536803306,0.04,0.164,0.103,0.067,0.117,0.181,0.121,0.207,45.4
11741,27243,0.492493485,0.05,0.126,0.124,0.114,0.139,0.169,0.132,0.146,42.1
11742,13132,0.489795918,0.046,0.135,0.122,0.102,0.154,0.191,0.121,0.129,42.5
11743,42531,0.525075827,0.048,0.128,0.12,0.086,0.107,0.18,0.152,0.179,45.7
11746,70005,0.49966431,0.062,0.134,0.13,0.116,0.131,0.162,0.129,0.136,39.5
11747,19061,0.533969886,0.032,0.13,0.11,0.056,0.118,0.172,0.126,0.256,48.6
11749,3349,0.532397731,0.047,0.117,0.146,0.122,0.114,0.222,0.094,0.138,42.2
11751,14313,0.513658911,0.048,0.108,0.134,0.119,0.126,0.175,0.131,0.159,42.9
11752,9456,0.530245347,0.057,0.123,0.144,0.097,0.117,0.179,0.122,0.161,41.6
11753,12015,0.504203079,0.054,0.13,0.127,0.069,0.124,0.174,0.173,0.149,44.8
11754,18357,0.503840497,0.045,0.112,0.122,0.09,0.12,0.162,0.138,0.211,45.8
11755,12430,0.505631537,0.046,0.116,0.147,0.117,0.152,0.16,0.113,0.149,40.2
11756,42654,0.522389459,0.044,0.119,0.136,0.122,0.12,0.162,0.147,0.15,41.2
11757,44701,0.502024563,0.053,0.097,0.14,0.139,0.117,0.178,0.144,0.132,41.8
11758,54929,0.510185876,0.06,0.117,0.113,0.109,0.123,0.169,0.145,0.164,43.3
11762,22951,0.507472441,0.053,0.135,0.132,0.094,0.119,0.183,0.122,0.162,42.4
11763,28654,0.520067006,0.047,0.127,0.159,0.132,0.12,0.148,0.129,0.138,37.9
11764,13030,0.502993093,0.064,0.158,0.138,0.091,0.117,0.184,0.112,0.136,39.8
11765,750,0.525333333,0.013,0.118,0.152,0.06,0.059,0.173,0.232,0.193,50.3
11766,12478,0.52219907,0.063,0.143,0.12,0.086,0.114,0.159,0.152,0.163,42.1
11767,15347,0.529289112,0.037,0.158,0.129,0.093,0.13,0.15,0.141,0.162,42
11768,21375,0.520888889,0.031,0.132,0.114,0.068,0.107,0.177,0.171,0.2,48.1
11769,8686,0.540755238,0.029,0.114,0.125,0.074,0.111,0.167,0.174,0.206,47.5
11770,65,0.492307692,0.062,0.03,0.046,0.062,0.139,0.124,0.231,0.306,55.6
11771,9458,0.528124339,0.03,0.127,0.123,0.091,0.114,0.149,0.186,0.18,45.7
11772,45243,0.506420883,0.067,0.117,0.12,0.137,0.139,0.149,0.124,0.147,39.1
11776,26327,0.521897672,0.054,0.135,0.14,0.106,0.139,0.153,0.115,0.158,40.2
11777,8958,0.511051574,0.035,0.126,0.101,0.112,0.105,0.174,0.129,0.218,46.6
11778,12354,0.530921159,0.057,0.16,0.135,0.109,0.159,0.155,0.121,0.104,37.5
11779,38084,0.490993593,0.057,0.125,0.128,0.117,0.142,0.176,0.115,0.14,40.2
11780,15609,0.512012301,0.039,0.129,0.139,0.076,0.087,0.182,0.14,0.208,46.5
11782,15346,0.531408836,0.051,0.141,0.109,0.094,0.12,0.171,0.136,0.178,44.3
11783,21823,0.501580901,0.057,0.125,0.125,0.095,0.122,0.165,0.146,0.165,43.4
11784,26230,0.499542509,0.066,0.125,0.14,0.123,0.146,0.165,0.116,0.119,38
11786,6017,0.502077447,0.053,0.166,0.115,0.109,0.117,0.162,0.152,0.126,40.4
11787,36040,0.512042175,0.046,0.129,0.131,0.079,0.124,0.185,0.126,0.18,44.5
11788,16007,0.485912413,0.056,0.118,0.13,0.089,0.129,0.177,0.128,0.173,42.9
11789,8202,0.504023409,0.076,0.134,0.096,0.12,0.143,0.155,0.158,0.118,41.5
11790,18365,0.485978764,0.035,0.098,0.36,0.059,0.073,0.133,0.094,0.148,25.5
11791,25404,0.502794835,0.04,0.174,0.125,0.06,0.135,0.187,0.125,0.154,42.6
11792,8807,0.517429318,0.054,0.142,0.095,0.091,0.14,0.152,0.183,0.143,43.5
11793,31642,0.51586499,0.047,0.13,0.131,0.088,0.126,0.168,0.148,0.162,43.4
11794,2983,0.461615823,0,0,0.966,0.028,0.005,0,0,0.001,20
11795,25301,0.524485198,0.043,0.136,0.137,0.095,0.117,0.168,0.149,0.155,43.4
11796,4065,0.511439114,0.032,0.128,0.145,0.069,0.107,0.201,0.133,0.185,45.9
11797,8665,0.54899019,0.052,0.098,0.101,0.067,0.104,0.15,0.161,0.267,50
11798,14242,0.522328325,0.07,0.151,0.177,0.133,0.124,0.166,0.087,0.092,32.7
11801,40713,0.508707293,0.041,0.098,0.15,0.117,0.11,0.161,0.158,0.165,43.7
11803,28231,0.510431795,0.055,0.142,0.1,0.089,0.13,0.153,0.149,0.182,43.8
11804,4688,0.513438567,0.052,0.158,0.087,0.071,0.134,0.145,0.182,0.171,44.8
11901,29688,0.452135543,0.031,0.101,0.131,0.148,0.121,0.144,0.122,0.202,42.8
11930,1244,0.455787781,0.045,0.064,0.061,0.104,0.146,0.101,0.112,0.367,51.9
11931,34,0.5,0,0,0,0,0,1,0,0,-
11932,914,0.526258206,0.065,0.058,0.119,0.076,0.091,0.128,0.115,0.348,50.4
11933,7386,0.485513133,0.043,0.1,0.121,0.117,0.084,0.176,0.123,0.236,48
11934,8079,0.52469365,0.049,0.173,0.141,0.077,0.172,0.149,0.139,0.1,39.2
11935,3186,0.522284997,0.013,0.12,0.134,0.025,0.072,0.209,0.121,0.306,51.8
11937,15757,0.491083328,0.032,0.127,0.069,0.096,0.112,0.143,0.195,0.226,49.9
11939,911,0.526893524,0.032,0.021,0.09,0.023,0.088,0.108,0.212,0.426,61.4
11940,5186,0.475703818,0.043,0.113,0.161,0.091,0.115,0.183,0.162,0.132,42.9
11941,2053,0.504140283,0.055,0.057,0.15,0.14,0.062,0.171,0.148,0.217,46.4
11942,4501,0.514107976,0.022,0.15,0.102,0.086,0.127,0.193,0.148,0.172,46.1
11944,4208,0.567728137,0.064,0.076,0.06,0.124,0.102,0.104,0.164,0.306,51.7
11946,13693,0.484481122,0.049,0.091,0.089,0.134,0.139,0.169,0.139,0.19,44.8
11947,105,0.733333333,0,0,0,0,0,0,0.276,0.724,65.5
11948,1191,0.512174643,0,0.086,0.289,0,0.087,0.19,0.037,0.311,49.2
11949,15092,0.48535648,0.039,0.167,0.148,0.089,0.13,0.179,0.106,0.142,40.2
11950,16324,0.503981867,0.064,0.164,0.152,0.114,0.141,0.175,0.111,0.079,35.7
11951,13959,0.521670607,0.042,0.13,0.174,0.127,0.145,0.146,0.14,0.096,37.2
11952,4831,0.469882012,0.047,0.093,0.154,0.054,0.078,0.223,0.198,0.153,49.7
11953,13305,0.4947764,0.07,0.098,0.1,0.101,0.149,0.136,0.137,0.209,43.5
11954,3510,0.53048433,0.028,0.066,0.085,0.08,0.117,0.163,0.196,0.265,52
11955,3294,0.588646023,0.091,0.031,0.134,0.163,0.089,0.14,0.127,0.225,44.7
11956,250,0.576,0.004,0.012,0.088,0.112,0.032,0.12,0.328,0.304,56.9
11957,717,0.523012552,0.006,0.075,0.039,0.022,0.106,0.063,0.182,0.507,65.3
11958,531,0.438794727,0.023,0.026,0.051,0.081,0.132,0.196,0.21,0.281,54.8
11959,815,0.538650307,0.022,0.107,0.048,0.054,0.052,0.236,0.186,0.295,54
11960,490,0.542857143,0,0.024,0.057,0.059,0.067,0.2,0.182,0.411,61.2
11961,12850,0.527237354,0.061,0.096,0.094,0.102,0.094,0.119,0.151,0.283,49.7
11962,491,0.399185336,0.026,0.159,0.114,0.018,0.043,0.262,0.177,0.201,49
11963,6710,0.506557377,0.053,0.104,0.078,0.088,0.136,0.156,0.166,0.219,47.4
11964,2263,0.538223597,0.046,0.167,0.096,0.07,0.088,0.204,0.111,0.218,47
11965,581,0.506024096,0,0.167,0.124,0.064,0.114,0.06,0.056,0.415,50.9
11967,26107,0.512965871,0.066,0.135,0.155,0.141,0.138,0.143,0.13,0.092,35.2
11968,10702,0.526163334,0.048,0.076,0.095,0.119,0.086,0.133,0.18,0.263,50.5
11970,111,0.72972973,0,0,0,0,0,0,0.748,0.252,58.3
11971,6327,0.466255729,0.014,0.077,0.131,0.06,0.088,0.155,0.183,0.292,53.6
11972,1355,0.452398524,0.037,0.148,0.169,0.123,0.077,0.232,0.136,0.078,40.2
11973,41,0.390243902,0,0,0.878,0.122,0,0,0,0,19.9
11975,308,0.493506494,0.029,0.058,0.208,0.055,0.055,0.061,0.165,0.369,55.6
11976,2344,0.540955631,0.046,0.067,0.062,0.088,0.097,0.163,0.271,0.206,54.2
11977,2148,0.522346369,0.03,0.106,0.121,0.047,0.081,0.127,0.186,0.302,54.3
11978,3122,0.521140295,0.064,0.106,0.101,0.09,0.114,0.155,0.157,0.213,46.4
11980,5620,0.429715302,0.068,0.08,0.117,0.17,0.153,0.159,0.144,0.109,38.9
12008,570,0.456140351,0.105,0.076,0.146,0.081,0.172,0.088,0.174,0.158,40.6
12009,8073,0.476898303,0.04,0.107,0.163,0.091,0.131,0.151,0.155,0.162,41.9
12010,28787,0.517421058,0.052,0.122,0.128,0.118,0.119,0.122,0.15,0.189,41.9
12015,3013,0.526053767,0.029,0.128,0.128,0.131,0.095,0.138,0.153,0.198,43.5
12017,340,0.491176471,0,0.08,0.079,0.136,0.106,0.188,0.182,0.229,50.6
12018,7466,0.488213233,0.056,0.114,0.099,0.109,0.097,0.185,0.168,0.172,45.8
12019,14336,0.514299665,0.057,0.12,0.102,0.076,0.141,0.145,0.151,0.208,45.2
12020,33044,0.502118388,0.054,0.123,0.148,0.114,0.135,0.16,0.131,0.135,40.2
12022,819,0.56043956,0.015,0.097,0.078,0.109,0.073,0.141,0.168,0.319,52.4
12023,2133,0.456165026,0.046,0.098,0.161,0.084,0.105,0.196,0.12,0.19,45.3
12024,23,0.52173913,0,0,0,0,0,0.522,0.478,0,-
12025,5456,0.507881232,0.053,0.095,0.132,0.098,0.116,0.187,0.163,0.156,45.9
12027,3901,0.49320687,0.039,0.148,0.114,0.058,0.109,0.196,0.161,0.175,46.6
12028,924,0.482683983,0.03,0.139,0.116,0.049,0.189,0.217,0.159,0.101,42.9
12029,1114,0.480251346,0.03,0.113,0.159,0.078,0.111,0.077,0.155,0.277,45.5
12031,184,0.461956522,0.082,0.136,0.103,0.168,0.098,0.141,0.114,0.158,36.3
12032,818,0.482885086,0.022,0.065,0.047,0.132,0.062,0.14,0.202,0.33,57.4
12033,7885,0.536334813,0.043,0.118,0.09,0.101,0.094,0.171,0.17,0.213,47.3
12035,793,0.455233291,0.021,0.115,0.158,0.125,0.066,0.086,0.088,0.341,45.6
12036,284,0.447183099,0.081,0.13,0.095,0.085,0.222,0.113,0.119,0.155,38.2
12037,4288,0.511660448,0.026,0.109,0.129,0.107,0.1,0.185,0.164,0.18,46.7
12040,146,0.705479452,0.205,0,0.274,0.041,0.027,0.151,0.212,0.09,31.5
12041,453,0.430463576,0,0.17,0.073,0.04,0.018,0.356,0.157,0.186,50.7
12042,159,0.427672956,0,0,0.17,0.113,0.138,0.151,0.157,0.271,52.6
12043,8435,0.507883817,0.047,0.088,0.271,0.091,0.09,0.116,0.14,0.157,35.5
12045,343,0.483965015,0,0.143,0,0.073,0.204,0.17,0.047,0.363,53
12046,966,0.474120083,0.076,0.127,0.125,0.114,0.132,0.137,0.127,0.162,37.4
12047,20363,0.536168541,0.062,0.099,0.138,0.151,0.114,0.123,0.139,0.174,39.3
12051,6432,0.291511194,0.052,0.068,0.201,0.154,0.174,0.125,0.105,0.121,36.9
12052,1560,0.506410256,0.029,0.102,0.088,0.089,0.182,0.252,0.113,0.145,45.5
12053,4828,0.511599006,0.051,0.124,0.17,0.076,0.16,0.18,0.121,0.118,39
12054,17177,0.503056413,0.062,0.124,0.127,0.087,0.126,0.149,0.166,0.159,43.1
12056,2400,0.485416667,0.02,0.114,0.159,0.109,0.103,0.235,0.137,0.123,44.7
12057,2115,0.524822695,0.051,0.159,0.118,0.071,0.134,0.086,0.184,0.197,42.8
12058,1668,0.529976019,0.089,0.153,0.122,0.109,0.126,0.182,0.126,0.093,36.5
12059,1611,0.488516449,0.047,0.071,0.094,0.094,0.093,0.219,0.208,0.174,50.3
12060,1396,0.505730659,0.03,0.118,0.092,0.093,0.078,0.178,0.192,0.219,49.1
12061,9969,0.526231317,0.039,0.146,0.097,0.115,0.149,0.132,0.162,0.16,43
12062,1736,0.516129032,0.028,0.182,0.12,0.072,0.15,0.223,0.112,0.113,41.3
12063,495,0.551515152,0.117,0.111,0.089,0.239,0.022,0.145,0.122,0.155,34.2
12064,410,0.468292683,0.037,0.075,0.076,0.1,0.056,0.115,0.303,0.238,57.1
12065,43206,0.506920335,0.05,0.128,0.114,0.125,0.133,0.16,0.139,0.151,41.4
12066,1876,0.509594883,0.054,0.124,0.116,0.125,0.11,0.178,0.174,0.119,43.2
12067,1531,0.481384716,0.039,0.103,0.155,0.091,0.06,0.182,0.173,0.197,49.3
12068,2993,0.528900768,0.062,0.105,0.146,0.092,0.15,0.169,0.107,0.169,42.5
12069,179,0.396648045,0.263,0.179,0.151,0,0.028,0.213,0,0.166,23.8
12070,1578,0.463878327,0.037,0.083,0.159,0.072,0.079,0.201,0.181,0.188,48.3
12071,364,0.5,0.038,0.228,0.118,0.05,0.118,0.206,0.113,0.129,38.7
12072,2843,0.485754485,0.075,0.15,0.123,0.162,0.138,0.153,0.085,0.114,34.5
12074,2694,0.500371195,0.032,0.123,0.078,0.078,0.133,0.153,0.227,0.176,48.8
12075,2886,0.463270963,0.024,0.099,0.112,0.095,0.103,0.171,0.123,0.273,48.8
12076,1506,0.474103586,0.035,0.103,0.104,0.094,0.099,0.158,0.181,0.226,49.4
12077,6579,0.509195926,0.043,0.125,0.137,0.099,0.098,0.187,0.135,0.176,44.9
12078,23554,0.498853698,0.056,0.12,0.128,0.111,0.122,0.151,0.125,0.187,42.1
12083,3673,0.512659951,0.043,0.096,0.131,0.062,0.078,0.194,0.169,0.227,49.1
12084,4740,0.54978903,0.072,0.126,0.133,0.239,0.141,0.091,0.089,0.109,31.8
12085,520,0.563461538,0.06,0.179,0.137,0.173,0.152,0.042,0.071,0.186,32.7
12086,1587,0.505986137,0.056,0.072,0.095,0.088,0.112,0.152,0.17,0.255,49.9
12087,1084,0.581180812,0.085,0.117,0.175,0.155,0.091,0.082,0.155,0.14,30.8
12089,128,0.25,0,0,0,0.672,0,0.258,0,0.07,30
12090,6262,0.514851485,0.037,0.147,0.147,0.105,0.117,0.152,0.142,0.153,39.5
12092,721,0.624133148,0.06,0.104,0.06,0.126,0.047,0.114,0.231,0.258,52.7
12093,1743,0.474469306,0.036,0.148,0.086,0.083,0.162,0.157,0.138,0.19,44
12094,2481,0.505844418,0.119,0.178,0.074,0.101,0.181,0.164,0.076,0.107,36.2
12095,12370,0.4934519,0.037,0.135,0.115,0.144,0.122,0.131,0.152,0.164,41.3
12106,2432,0.479851974,0.056,0.1,0.084,0.094,0.076,0.177,0.207,0.206,50.3
12108,307,0.48534202,0.029,0.111,0.111,0.036,0.072,0.094,0.228,0.319,56.9
12110,22471,0.52222865,0.027,0.098,0.238,0.102,0.093,0.145,0.144,0.153,37.9
12115,225,0.426666667,0,0,0.147,0.111,0.058,0.049,0.276,0.359,60.1
12116,1901,0.518674382,0.042,0.092,0.075,0.079,0.159,0.121,0.19,0.242,50.2
12117,3492,0.528923253,0.05,0.114,0.096,0.123,0.104,0.201,0.158,0.154,46.1
12118,14195,0.518774216,0.061,0.133,0.096,0.138,0.13,0.144,0.122,0.176,40.5
12120,535,0.530841121,0.034,0.127,0.013,0.06,0.153,0.176,0.161,0.276,51
12121,1854,0.433656958,0.031,0.067,0.149,0.088,0.117,0.171,0.175,0.202,47.7
12122,4562,0.496931171,0.067,0.058,0.123,0.124,0.123,0.164,0.139,0.202,45.4
12123,5159,0.425276216,0.04,0.105,0.15,0.105,0.133,0.133,0.219,0.115,43
12124,615,0.508943089,0.065,0.015,0.046,0.052,0.217,0.115,0.245,0.245,54.7
12125,1491,0.531187123,0.021,0.11,0.136,0.18,0.056,0.214,0.123,0.16,44.9
12130,970,0.608247423,0,0.19,0.082,0.074,0.059,0.3,0.178,0.117,48.5
12131,135,0.444444444,0.03,0.089,0.118,0.104,0.148,0.118,0.148,0.245,46.4
12132,319,0.401253918,0.179,0.078,0.038,0.075,0.169,0,0,0.461,44.5
12134,3714,0.507539041,0.04,0.124,0.117,0.1,0.13,0.141,0.155,0.193,43.6
12136,716,0.505586592,0.06,0.058,0.063,0.084,0.144,0.194,0.213,0.184,50.7
12137,1904,0.508928571,0.046,0.091,0.156,0.157,0.09,0.163,0.169,0.128,40.8
12138,3327,0.489630298,0.032,0.126,0.11,0.091,0.139,0.139,0.18,0.183,45.1
12139,278,0.399280576,0.007,0.069,0.076,0.004,0.119,0.177,0.388,0.16,60.1
12140,1464,0.521174863,0.022,0.148,0.092,0.079,0.102,0.288,0.068,0.201,46.8
12143,4790,0.496868476,0.051,0.089,0.177,0.092,0.127,0.157,0.128,0.179,42.9
12144,19622,0.507185812,0.057,0.109,0.123,0.12,0.136,0.145,0.159,0.151,41.3
12147,591,0.509306261,0.069,0.152,0.09,0.033,0.09,0.178,0.166,0.222,48.7
12148,4449,0.527983817,0.063,0.156,0.066,0.075,0.193,0.159,0.138,0.15,42.9
12149,2425,0.517113402,0.049,0.142,0.118,0.11,0.104,0.166,0.162,0.149,42.2
12150,890,0.435955056,0.063,0.058,0.134,0.064,0.196,0.165,0.083,0.237,44.8
12151,660,0.522727273,0.035,0.071,0.063,0.136,0.105,0.206,0.182,0.202,49.4
12153,1038,0.438342967,0.144,0.06,0.069,0.143,0.121,0.17,0.194,0.099,41.2
12154,2639,0.473285335,0.04,0.111,0.122,0.106,0.102,0.187,0.151,0.181,47.5
